,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
daBalNigr1_SOM,0.0162200733577859,0.18116738912971,0.316393131043681,0.404998999666556,0.00107335778592864,0.00116072024008003,0.0014431477159053,0.04516072024008,0.0225358452817606,0.00037245748582861,0.000171057019006335,0.000174724908302768,0.00631777259086362,5.06835611870624e-05,0.000430476825608536,0.0018272757585862,0.000122040680226742,0.000152384128042681,0.000115705235078359,2.50083361120373e-05,8.702900966989e-05
daMisOron1_SOM,0.274998666666667,0.347544,0.0283466666666667,0.166832,0.0184093333333333,0.00901866666666667,0.008912,0.019562,0.079646,0.011634,0.000312666666666667,0.000731333333333333,0.000413333333333333,0.001518,0.00587866666666667,0.00123266666666667,0.001046,9.73333333333333e-05,0.0164653333333333,0.000608666666666667,0.00679266666666667
daPulDyse1_SOM,0.147855522188856,0.0690797464130797,0.391653319986653,0.185258258258258,0.00596396396396396,0.00714948281614948,0.0540660660660661,0.0158732065398732,0.00725792459125792,0.00353153153153153,0.00049049049049049,0.00527527527527528,0.00116483149816483,0.000365031698365032,0.000722722722722723,0.0937814481147815,0.00361928595261929,0.000301968635301969,0.0010306973640307,0.00469402736069403,0.000865198531865199
daScuMino1_SOM,0.5002982689747,0.00885552596537949,0.113747669773635,0.327070572569907,0.00567243675099867,0.00191810918774967,0.00342143808255659,0.00525765645805593,0.0162583222370173,0.00196338215712383,0.000139813581890812,0.0063335552596538,0.00723768308921438,9.85352862849534e-05,0.000430093209054594,0.000219041278295606,0.000106524633821571,0.000231691078561917,0.000245006657789614,5.05992010652463e-05,0.000444074567243675
daSolDulc1_SOM,0.0367474302496329,0.408534508076358,0.059340186000979,0.24679246206559,0.00492462065589819,0.0027851199216838,0.0043220753793441,0.00501713166911405,0.0227161037689672,0.0133387175721977,0.000132648066568771,0.00216544297601566,0.000669603524229075,0.000299559471365639,0.00121096426823299,0.00139745472344591,0.000190406265296133,0.000202153695545766,0.188912383749388,0.000148800783162017,0.000152227116984826
dcCheAlbu1_SOM,0.648197473404255,0.0362613031914894,0.0403849734042553,0.0222589760638298,0.00623703457446808,0.0152164228723404,0.0220644946808511,0.0192839095744681,0.0138311170212766,0.167903590425532,0.000228723404255319,0.00216921542553191,0.000162898936170213,0.000144614361702128,0.00044780585106383,0.00187367021276596,0.00014594414893617,0.000273271276595745,0.000939162234042553,7.51329787234043e-05,0.00190026595744681
dcPolAvic1_SOM,0.0555344885038321,0.105423192269244,0.408004998333889,0.378888370543152,0.00254581806064645,0.00622959013662113,0.00154815061646118,0.0198813728757081,0.00239553482172609,0.00758747084305232,0.000911029656781073,0.00114895034988337,0.000147950683105631,0.00116094635121626,0.00397767410863046,0.00284905031656115,0.000426857714095302,0.000565144951682772,0.000492169276907697,4.76507830723092e-05,0.000233588803732089
ddAraThal4_SOM,0.48896856187291,0.00929698996655518,0.0118729096989967,0.328745150501672,0.0219478260869565,0.00545284280936455,0.00125685618729097,0.000854180602006689,0.00600936454849498,0.110186622073579,0.000150501672240803,0.00157324414715719,0.00113979933110368,0.00017257525083612,0.00876655518394649,0.00175451505016722,0.000660869565217391,0.000363879598662207,0.000187290969899666,7.29096989966555e-05,0.000566555183946488
ddMerAnnu1_SOM,0.0350395042602634,0.279920216886135,0.232620449264136,0.191312935708753,0.00350464756003098,0.00129744384198296,0.00243880712625871,0.00859178931061193,0.0263969790859799,0.00111928737412858,0.0041425251742835,0.000401626646010844,0.000163051897753679,0.000603408210689388,0.21035592563904,0.00032571649883811,0.000188226181254841,0.000230828814872192,0.00117854376452363,5.8869093725794e-05,0.000109217660728118
dhQueRobu3_SOM,0.0739716646989374,0.180203659976387,0.323639315230224,0.375059622195986,0.00171664698937426,0.00297992916174734,0.00384356552538371,0.000631050767414404,0.00246871310507674,0.00029456906729634,0.000704250295159386,0.0329161747343566,0.000173553719008264,5.01770956316411e-05,0.000265643447461629,0.000240850059031877,0.000313459268004723,0.000172373081463991,0.000133412042502952,4.89964580873672e-05,0.000172373081463991
drAilAlti1_SOM,0.231845484949833,0.0629083612040134,0.143303010033445,0.460145150501672,0.00762140468227425,0.00173444816053512,0.0329036789297659,0.0029819397993311,0.0103371237458194,0.0397839464882943,0.000166555183946488,0.00195652173913043,5.75250836120401e-05,6.42140468227425e-05,0.000993979933110368,0.00099866220735786,0.000168561872909699,0.000161204013377926,0.000921070234113712,0.000529096989966555,0.000418060200668896
drBuxSemp1_SOM,0.207585771276596,0.105363696808511,0.0672779255319149,0.00257114361702128,0.467109042553191,0.0103277925531915,0.00548537234042553,0.00353125,0.00866289893617021,0.00842154255319149,0.00141289893617021,0.00402792553191489,0.0745352393617021,0.000576462765957447,0.0216436170212766,0.00197207446808511,0.000563164893617021,0.00333710106382979,0.00227460106382979,0.000111702127659574,0.00320877659574468
drChaAngu1_SOM,0.207117963576159,0.0767578642384106,0.317855960264901,0.322990066225166,0.0102694536423841,0.00396523178807947,0.00161961920529801,0.0146514900662252,0.00181705298013245,0.0169304635761589,0.00375703642384106,0.00324917218543046,0.000393211920529801,0.000141556291390728,0.00653600993377483,0.000400662251655629,0.000478890728476821,0.00107367549668874,0.0024908940397351,0.000137417218543046,0.00736630794701987
drFilUlma1_SOM,0.0912889390519187,0.282638261851016,0.241545711060948,0.127839164785553,0.0341619638826185,0.136980248306998,0.00363769751693002,0.00232279909706546,0.00173532731376975,0.0662150112866817,0.000608916478555305,0.00101580135440181,0.000150677200902935,0.00359480812641084,0.000936794582392776,0.000453160270880361,0.000171557562076749,0.000283295711060948,0.000514108352144469,8.18284424379233e-05,0.00382392776523702
drHedHeli1_SOM,0.0931410470156719,0.354344448149383,0.0457125708569523,0.224094698232744,0.00356118706235412,0.00208902967655885,0.00698032677559186,0.231503834611537,0.00331477159053018,0.0133627875958653,0.000541513837945982,0.000331110370123374,0.00220406802267422,0.00024541513837946,0.000858952984328109,0.00394098032677559,0.00831777259086362,6.73557852617539e-05,0.00263854618206069,0.00260953651217072,0.000140046682227409
drHedHeli4_SOM,0.0100793067226891,0.649815651260504,0.00773949579831933,0.0033188025210084,0.00160661764705882,0.00495745798319328,0.0252715336134454,0.289149159663866,0.00239443277310924,0.000865021008403361,0.000170168067226891,0.000825105042016807,8.50840336134454e-05,0.000133403361344538,0.00173371848739496,0.000833508403361344,0.000102415966386555,0.000484243697478992,0.000245798319327731,9.92647058823529e-05,8.98109243697479e-05
drMalDome5_SOM,0.370643888888889,0.287521111111111,0.0281405555555556,0.0102977777777778,0.00641944444444444,0.0878588888888889,0.127291666666667,0.0384272222222222,0.0297711111111111,0.00347055555555556,0.000649444444444444,0.00252055555555556,7.5e-05,0.000128333333333333,0.000569444444444444,0.000522222222222222,0.000214444444444444,0.00463055555555556,0.00031,6.05555555555556e-05,0.000477222222222222
drMalDome10_SOM,0.117968938340287,0.277006026889198,0.0334728789986092,0.0844747334260547,0.003256374594344,0.0242679647658785,0.255849791376912,0.0918331015299026,0.00341863699582754,0.00127074640704682,0.0659754288363468,0.0370231803430691,0.000203059805285118,0.000153453871117293,0.000460361613351878,0.00126564673157163,0.000895688456189152,0.000255447380621233,0.000255447380621233,0.000211868335651368,0.000481223922114047
drMalDome11_SOM,0.199875,0.242110013623978,0.19987431880109,0.0571628065395095,0.00345980926430518,0.063716961852861,0.152145776566757,0.0195446185286104,0.0486188692098093,0.00229904632152589,0.000266689373297003,0.00490769754768392,0.00352963215258856,0.000162806539509537,0.000580040871934605,0.000284741144414169,0.000440054495912807,6.13079019073569e-05,0.000428133514986376,6.02861035422343e-05,0.000471389645776567
drMalDome58_SOM,0.141942628418946,0.461566377585057,0.0429889926617745,0.0706641094062709,0.00284689793195464,0.110614409606404,0.144893262174783,0.00203602401601067,0.0122124749833222,0.00372548365577051,0.00106837891927952,0.000913275517011341,0.000247831887925284,0.000613075383589059,0.000682121414276184,0.000658772515010007,0.00119913275517011,0.000170446964643095,0.000396931287525017,8.90593729152769e-05,0.000470313542361574
drMalSylv7_SOM,0.192129450915141,0.2743384359401,0.0850495840266223,0.0311800332778702,0.00386688851913478,0.00681064891846922,0.299206988352745,0.00980033277870216,0.086450915141431,0.00234975041597338,0.000108485856905158,0.00158136439267887,0.000119134775374376,0.000353743760399334,0.0014063227953411,0.000234276206322795,0.000120798668885191,6e-04,0.00136539101497504,0.000403660565723794,0.00252379367720466
drMedArab1_SOM,0.0645784903139613,0.0162464929859719,0.0110674682698731,0.298798931195725,0.0201670006680027,0.00272812291249165,0.00945490981963928,0.00440347361389446,0.00168269873079492,0.559507014028056,0.000243820975283901,0.000914495657982632,0.000395457581830327,9.61923847695391e-05,0.000800267201068804,0.00394789579158317,0.000203072812291249,0.000526386105544422,0.00359185036740147,0.00028189712758851,0.000364061456245825
drPotAnse1_SOM,0.0605063460253841,0.0094502338009352,0.458672678690715,0.337808951235805,0.00705544422177689,0.116044088176353,0.00150233800935204,0.000765531062124249,0.00213560454241817,0.00228323313293253,6.47962591850367e-05,0.000516366065464262,0.000163660654642619,4.20841683366733e-05,0.000589178356713427,0.000668002672010688,0.000114896459585838,0.000222444889779559,0.000774883099532398,8.14963259853039e-05,0.000537742150968604
drUrtUren1_SOM,0.0485653333333333,0.104915333333333,0.202289,0.0692706666666667,0.00302666666666667,0.004233,0.008449,0.00220833333333333,0.543849333333333,0.000808666666666667,9.4e-05,0.000991666666666667,0.00546133333333333,0.00043,0.00154966666666667,0.00118833333333333,0.001224,0.000604666666666667,0.000319333333333333,0.000122,0.000399666666666667
lpCarDepa1_SOM,0.0290713333333333,0.0140346666666667,0.0274146666666667,0.43504,0.00623066666666667,0.00209666666666667,0.00210933333333333,0.00174666666666667,0.00856933333333333,0.00267666666666667,0.000146666666666667,0.46719,0.000874666666666667,7.26666666666667e-05,0.000450666666666667,0.000314666666666667,0.000140666666666667,0.000420666666666667,0.000330666666666667,0.000142,0.000926666666666667
lpJunEffu1_SOM,0.0448636968085106,0.0120405585106383,0.0214753989361702,0.367553856382979,0.0197014627659574,0.00596476063829787,0.00121010638297872,0.00139428191489362,0.00216622340425532,0.0106622340425532,0.000267952127659574,0.00131050531914894,0.000624335106382979,0.000225398936170213,0.00581382978723404,0.50033045212766,0.000134308510638298,0.00109175531914894,0.00149401595744681,0.00126795212765957,0.000406914893617021
lpLuzSylv1_SOM,0.297609304240428,0.28318196788802,0.308536846438864,0.0257496912309592,0.0176261836146562,0.00281926718814327,0.00423425277892137,0.016494030465212,0.0029534787978592,0.0290057636887608,0.000248250308769041,0.00217579250720461,0.00014985590778098,0.000409221902017291,0.00366982297241663,0.00236311239193084,9.79827089337176e-05,0.000207904487443392,0.000396459448332647,0.000116920543433512,0.00195389048991354
lpPhrAust1_SOM,0.484173649058895,0.202250151791135,0.0430291438979964,0.11056102003643,0.0445956284153005,0.0398548876745598,0.014698846387371,0.00771888281724347,0.0120601092896175,0.0116059502125076,0.00103460837887067,0.0142446873102611,0.000197328476017001,0.000822707953855495,0.00215846994535519,0.00196782027929569,0.00267334547662417,0.00188463873709775,0.00122586520947177,0.000301760777170613,0.0029404978749241
lpSchLacu1_SOM,0.0540286666666667,0.226763333333333,0.225072666666667,0.260644,0.0134086666666667,0.003868,0.00704733333333333,0.0917333333333333,0.00166266666666667,0.00063,8.86666666666667e-05,0.106674666666667,0.000387333333333333,5.66666666666667e-05,0.00147133333333333,0.000319333333333333,0.000146666666666667,0.00134466666666667,0.00352733333333333,0.000503333333333333,0.000621333333333333
ucDunPrim2_SOM,0.0189778200253485,0.0495906210392902,0.0620671736375158,0.198497465145754,0.0017915082382763,0.00131558935361217,0.00393789607097592,0.00130228136882129,0.01647845373891,0.00110963244613435,0.00834347275031686,0.00109695817490494,0.0029702154626109,0.00011660329531052,0.000290874524714829,0.000507604562737643,0.630046261089987,0.000229404309252218,0.000502534854245881,9.25221799746515e-05,0.00073510773130545
ucPycProv1_SOM,0.0785460614152203,0.0614365821094793,0.126285046728972,0.417228971962617,0.00817289719626168,0.00236648865153538,0.00235580774365821,0.00177102803738318,0.00260547396528705,0.00351001335113485,0.00314886515353805,0.0128818424566088,0.00190253671562083,0.00115220293724967,0.000834445927903872,0.000164218958611482,0.000289052069425901,0.000323765020026702,0.000639519359145527,8.8785046728972e-05,0.274296395193591
cmLunCruc20_SOM,0.386638666666667,0.0239526666666667,0.125731333333333,0.0991866666666667,0.015954,0.001852,0.020394,0.00378466666666667,0.017236,0.00238066666666667,0.000944,0.295758,0.000373333333333333,6.06666666666667e-05,0.000405333333333333,0.000486,0.001722,0.000434,0.00186333333333333,6.06666666666667e-05,0.000782
daBalNigr1_GERM,0.0615505168389463,0.706152384128043,0.0854648216072024,0.00958852950983661,0.0020160053351117,0.00192297432477493,0.00354018006002001,0.122748582860954,0.0010593531177059,0.000999666555518506,0.000712570856952317,0.000663554518172724,0.000419139713237746,0.000220406802267422,0.000598199399799933,0.000174391463821274,0.000209069689896632,9.90330110036679e-05,0.00035511837279093,0.00012704234744915,0.0013784594864955
daMisOron1_GERM,0.103430333333333,0.575183333333333,0.146905,0.00358266666666667,0.105941,0.034171,0.00292733333333333,0.00138233333333333,0.0137513333333333,0.000814666666666667,0.000651333333333333,0.00161433333333333,0.000618,0.000271666666666667,0.006567,0.000292,0.000187666666666667,0.000304,0.000225,0.000260666666666667,0.000919333333333333
daPulDyse1_GERM,0.122687770743086,0.572319226924359,0.151818060646451,0.0112612462512496,0.0601442852382539,0.0178810396534489,0.00825224925024992,0.0288613795401533,0.00227824058647118,0.0053572142619127,0.000387537487504165,0.000625791402865711,0.00336654448517161,6.59780073308897e-05,0.00106564478507164,0.00629856714428524,0.00456781072975675,0.000595801399533489,0.00135254915028324,0.000388203932022659,0.00042485838053982
daScuMino1_GERM,0.0507873333333333,0.708851333333333,0.131023666666667,0.0129113333333333,0.003751,0.000947,0.003151,0.0665283333333333,0.00535733333333333,0.000818666666666667,0.00174966666666667,0.000707333333333333,9.4e-05,0.000230666666666667,0.000636666666666667,0.000171,0.000114666666666667,0.000154,0.000331333333333333,6.6e-05,0.0116176666666667
daSolDulc1_GERM,0.0364764921640547,0.760771923974658,0.0239619873291097,0.00483027675891964,0.00342014004668223,0.00189363121040347,0.0465858619539847,0.00301233744581527,0.00108769589863288,0.00222440813604535,0.000176392130710237,0.000543181060353451,0.00032377459153051,8.53617872624208e-05,0.000655885295098366,0.000379793264421474,0.000547182394131377,0.000310770256752251,0.112015338446149,0.000399133044348116,0.000298432810936979
dcCheAlbu1_GERM,0.106944388944389,0.458776223776224,0.246308358308358,0.0080969030969031,0.0621668331668332,0.00135730935730936,0.00745054945054945,0.00119480519480519,0.0968917748917749,0.00276556776556777,0.00048951048951049,0.0023033633033633,0.000283383283383283,9.42390942390942e-05,0.000822843822843823,0.00129304029304029,0.000134532134532135,0.000333999333999334,0.000846819846819847,0.000558108558108558,0.000887445887445887
dcPolAvic1_GERM,0.0983467688207861,0.55179347101932,0.181139240506329,0.0109477015323118,0.133992338441039,0.00397101932045303,0.00362958027981346,0.00551832111925383,0.00227381745502998,0.0044636908727515,0.000130246502331779,0.000683544303797468,0.000147901399067288,0.000169553630912725,0.000961025982678215,0.000389073950699534,0.00022018654230513,0.000264157228514324,0.000598934043970686,8.99400399733511e-05,0.000269487008660893
ddAraThal4_GERM,0.0277914438502674,0.0156524064171123,0.0384612299465241,0.00325066844919786,0.00348061497326203,0.00472660427807487,0.00255147058823529,0.000366978609625668,0.0674131016042781,0.0027620320855615,0.000216577540106952,0.00106483957219251,0.825897058823529,5.74866310160428e-05,0.000820855614973262,0.00253542780748663,0.000483288770053476,0.000276069518716578,0.00113569518716578,0.000949197860962567,0.000106951871657754
ddMerAnnu1_GERM,0.0766077256077256,0.623679320679321,0.122184815184815,0.00681918081918082,0.042029637029637,0.0027952047952048,0.00291408591408591,0.00156443556443556,0.00742690642690643,0.00673959373959374,0.000328671328671329,0.00255411255411255,0.000204462204462204,0.000438561438561439,0.0976666666666667,0.000888777888777889,0.000130536130536131,0.000903762903762904,0.00291441891441891,0.000441225441225441,0.000767898767898768
dhQueRobu3_GERM,0.0237108594270486,0.85011492338441,0.0738960692871419,0.00180413057961359,0.00388274483677548,0.00406862091938708,0.0170876082611592,0.00168854097268488,0.0168237841439041,0.000565956029313791,0.000806129247168554,0.00260126582278481,0.000524650233177881,0.000133244503664224,0.000405396402398401,0.000236842105263158,0.000725183211192538,0.000256828780812791,0.000299133910726183,7.06195869420386e-05,0.00029746835443038
drAilAlti1_GERM,0.00592864288096032,0.735112704234745,0.00459653217739246,0.00243614538179393,0.000807269089696565,0.00288962987662554,0.24131477159053,0.0040106702234078,0.000652217405801934,0.00039513171057019,0.000233077692564188,0.000324774924974992,0.000104701567189063,6.26875625208403e-05,0.000177392464154718,0.000215405135045015,0.000197399133044348,4.9349783261087e-05,0.00029676558852951,0.000106368789596532,8.83627875958653e-05
drBuxSemp1_GERM,0.000155023286759814,0.000686626746506986,5.72188955422488e-05,2.59481037924152e-05,3.32667997338656e-05,5.92149035262808e-05,5.1230871590153e-05,5.3226879574185e-05,1.99600798403194e-05,1.72987358616101e-05,1.53027278775782e-05,7.31869594145043e-06,7.98403193612775e-06,0.998781104457751,7.98403193612775e-06,1.99600798403194e-06,9.31470392548237e-06,1.99600798403194e-06,3.32667997338656e-06,3.99201596806387e-06,6.65335994677312e-07
drChaAngu1_GERM,0.226186937687438,0.552000333222259,0.059218593802066,0.0180696434521826,0.0315241586137954,0.0263178940353216,0.00475108297234255,0.0489496834388537,0.000794401866044652,0.00389903365544818,0.000762745751416195,0.00240653115628124,0.0157960679773409,8.99700099966678e-05,0.000724091969343552,0.000512829056981006,0.000439186937687438,0.00188403865378207,0.00264411862712429,3.33222259246918e-05,0.00299533488837054
drFilUlma1_GERM,0.106673557852618,0.556515838612871,0.124574524841614,0.00619973324441481,0.115387795931977,0.0521957319106369,0.00442747582527509,0.00580193397799266,0.00338879626542181,0.0153041013671224,0.000159386462154051,0.000800933644548183,0.000518839613204401,0.000199066355451817,0.00220640213404468,0.000935645215071691,0.000338779593197733,0.000275758586195398,0.00101000333444481,0.000153384461487162,0.00293231077025675
drHedHeli1_GERM,0.0347273333333333,0.721058333333333,0.08624,0.00540966666666667,0.0206466666666667,0.00876966666666667,0.0104256666666667,0.101583666666667,0.00324333333333333,0.00141,0.000335333333333333,0.00104066666666667,0.00151833333333333,4.86666666666667e-05,0.000429,0.000640333333333333,0.000571333333333333,0.000346666666666667,0.000887666666666667,9.46666666666667e-05,0.000573
drHedHeli4_GERM,0.0280253248917028,0.728136287904032,0.079107964011996,0.00467577474175275,0.0166307897367544,0.00803932022659114,0.0147160946351216,0.10882739086971,0.00337687437520826,0.00149116961012996,0.000172275908030656,0.000872375874708431,0.00206697767410863,3.46551149616794e-05,0.000519160279906698,0.000597134288570476,0.000751416194601799,0.000310563145618127,0.000762745751416195,0.000190603132289237,0.00069510163278907
drMalDome5_GERM,0.0205556295802798,0.812492671552298,0.0158331112591606,0.00279147235176549,0.00373384410393071,0.132401399067288,0.00467188540972685,0.00192438374417055,0.00148934043970686,0.000742171885409727,0.000182878081279147,0.000747501665556296,0.000135909393737508,0.000206862091938708,0.000566955363091272,0.000488674217188541,0.000253164556962025,0.000240173217854763,0.000272818121252498,9.82678214523651e-05,0.000170886075949367
drMalDome10_GERM,0.019869043652116,0.817754415194935,0.0126921026324558,0.00243418860379873,0.00280573142285905,0.131724758413862,0.00533422192602466,0.00191436187937354,0.00154148617127624,0.000729090303232256,0.00030489836721093,0.000604465178273909,0.000176941019660113,7.76407864045318e-05,0.00044651782739087,0.000481506164611796,0.000292569143618794,0.000228257247584139,0.000298233922025991,0.000119626791069643,0.000169943352215928
drMalDome11_GERM,0.020484505164945,0.812065644785072,0.0166984338553815,0.00303065644785072,0.00264511829390203,0.132040986337887,0.00522492502499167,0.00185238253915362,0.00130223258913695,0.000973675441519494,0.000240586471176275,0.000981339553482173,0.000169276907697434,0.000115961346217927,0.000584138620459847,0.000508163945351549,0.000240919693435521,0.00024325224925025,0.000377874041986005,6.39786737754082e-05,0.000155948017327557
drMalDome58_GERM,0.0205460614152203,0.811265020026702,0.016312082777036,0.00300901201602136,0.00251568758344459,0.133068758344459,0.00550500667556742,0.00187349799732977,0.00155440587449933,0.000901535380507343,0.000356809078771696,0.000911882510013351,0.000127503337783712,0.000105807743658211,0.000579439252336449,0.000454606141522029,0.000170894526034713,0.000168224299065421,0.000317423230974633,7.87716955941255e-05,0.000177570093457944
drMalSylv7_GERM,0.0207424191936021,0.80186304565145,0.0197164278573809,0.00311729423525491,0.0030703098967011,0.138758413862046,0.00472042652449184,0.00231289570143286,0.00121559480173276,0.000946351216261246,0.000292902365878041,0.000751082972342553,0.000173275574808397,0.000248917027657448,0.000607797400866378,0.000411529490169943,0.000330556481172942,0.000125624791736088,0.000318560479840053,4.96501166277907e-05,0.000226924358547151
drMedArab1_GERM,0.126429143047683,0.180918639546515,0.10517639213071,0.0852974324774925,0.0216145381793931,0.00562620873624542,0.00750850283427809,0.0197489163054351,0.106909303101034,0.00345615205068356,0.000405135045015005,0.00168689563187729,0.00108502834278093,0.000381127042347449,0.00376558852950984,0.00080326775591864,0.000508502834278093,0.325023674558186,0.00118339446482161,0.000134711570523508,0.00233744581527176
drPotAnse1_GERM,0.0794631789403532,0.616780406531156,0.115419526824392,0.00507764078640453,0.0748080639786738,0.0780293235588137,0.00970443185604798,0.00773408863712096,0.00390603132289237,0.00185004998333889,0.000278240586471176,0.000737087637454182,0.000913695434855048,6.69776741086305e-05,0.000937687437520826,0.00188603798733755,0.000634455181606131,0.000284571809396868,0.000790403198933689,0.000207264245251583,0.00049083638787071
drUrtUren1_GERM,0.157061272061272,0.573566766566767,0.12101332001332,0.01099333999334,0.064968697968698,0.046023643023643,0.00324908424908425,0.00163936063936064,0.0118221778221778,0.000911088911088911,0.000156510156510157,0.00286080586080586,0.000522144522144522,0.00023010323010323,0.00173659673659674,0.000365634365634366,0.000156177156177156,0.000967032967032967,0.000232434232434232,9.05760905760906e-05,0.00143323343323343
lpCarDepa1_GERM,0.28131243747916,0.639484494831611,0.026646882294098,0.00258852950983661,0.00745681893964655,0.00840713571190397,0.00468289429809937,0.00314771590530177,0.00169923307769256,0.0016215405135045,0.000812937645881961,0.000656552184061354,0.000117372457485829,0.000354784928309436,0.00606802267422474,0.0105435145048349,9.30310103367789e-05,0.00231177059019673,0.00119406468822941,0.000243747915971991,0.000556518839613204
lpJunEffu1_GERM,0.0705521840613538,0.405534178059353,0.107863954651551,0.00483827942647549,0.00566388796265422,0.00742580860286762,0.00743214404801601,0.00466822274091364,0.0143997999333111,0.00257152384128043,0.00158752917639213,0.003405135045015,0.000110703567855952,0.000858619539846616,0.063538846282094,0.00960786928976325,0.000317439146382127,0.000412470823607869,0.000166388796265422,0.287600200066689,0.00144481493831277
lpLuzSylv1_GERM,0.184447219447219,0.523789876789877,0.191040626040626,0.00531801531801532,0.0640809190809191,0.00682151182151182,0.00295171495171495,0.00986280386280386,0.00281185481185481,0.0013040293040293,0.000290709290709291,0.00052014652014652,0.00031002331002331,0.000247752247752248,0.00334831834831835,0.000384282384282384,9.42390942390942e-05,0.00033966033966034,0.000291042291042291,4.0959040959041e-05,0.0017042957042957
lpPhrAust1_GERM,0.0294033333333333,0.910668666666667,0.00667166666666667,0.00160933333333333,0.011499,0.00763133333333333,0.00436033333333333,0.00151233333333333,0.000563333333333333,0.000428666666666667,0.000529,0.000274,0.000154,0.000363666666666667,0.001355,0.000391666666666667,0.000399333333333333,0.000122666666666667,0.0202266666666667,0.001643,0.000193
lpSchLacu1_GERM,0.0541304637971305,0.655965298631965,0.120677344010677,0.0425205205205205,0.051003003003003,0.00154154154154154,0.00701334668001335,0.0194087420754087,0.0021675008341675,0.0011971971971972,0.000134134134134134,0.000497163830497164,0.0350046713380047,0.000106773440106773,0.00100900900900901,0.000458792125458792,0.000820487153820487,0.000224891558224892,0.00386486486486487,0.000338004671338005,0.00191624958291625
ucDunPrim2_GERM,0.0559211756847027,0.150443219772879,0.0652895791583166,0.00573079492317969,0.00135470941883768,0.00190146960587842,0.00581028724114896,0.00108016032064128,0.0456523046092184,0.00132665330661323,0.658256513026052,0.00273346693386774,0.000316967267869071,0.000114562458249833,0.00045123580494322,0.000856045424181697,0.00164629258517034,0.000228456913827655,0.000528056112224449,0.00010688042752171,0.000251169004676019
ucPycProv1_GERM,0.222660452729694,0.291058921438083,0.198949400798935,0.0164404127829561,0.196784287616511,0.0188838215712384,0.00385685752330226,0.00383355525965379,0.0141048601864181,0.00113548601864181,0.00505093209054594,0.00167909454061252,0.00030392809587217,9.45406125166445e-05,0.00557490013315579,0.000915113182423435,0.00157090545938748,0.0121208388814913,0.0013025965379494,0.00261118508655127,0.00106790945406125
cmLunCruc20_GERM,0.297865721040189,0.36679243498818,0.128081796690307,0.00597352245862884,0.0406099290780142,0.0178430260047281,0.0095725768321513,0.000598108747044917,0.0342099290780142,0.00320756501182033,0.000521513002364066,0.0849347517730496,0.000809456264775414,0.000330496453900709,0.000531914893617021,0.000706855791962175,0.0029531914893617,0.000144208037825059,0.000650118203309693,0.000386761229314421,0.00327612293144208
