,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
idAcrOrbc1_SOM,0.163721518987342,0.444055296469021,0.0155619586942039,0.182394070619587,0.0426828780812791,0.00248767488341106,0.00559093937375083,0.123609593604264,0.00195303131245836,0.000537974683544304,0.0108231179213857,0.00026782145236509,0.00152031978680879,0.00149033977348434,0.000216522318454364,0.002381745502998,0.000199533644237175,0.000164890073284477,0.000283810792804797,5.69620253164557e-05
idBelPand1_SOM,0.0497821782178218,0.255184268426843,0.110927392739274,0.0361441144114411,0.193697469746975,0.220112761276128,0.0330038503850385,0.0069037403740374,0.0367546754675468,0.000944994499449945,0.00263751375137514,0.000104510451045105,0.000998899889988999,0.00260781078107811,0.0448685368536854,0.000497249724972497,0.000153465346534653,0.00448349834983498,4.45544554455446e-05,0.000148514851485149
idBerChal2_SOM,0.0345354535974974,0.148509906152242,0.115117309697602,0.14308811261731,0.429432742440042,0.00408394160583942,0.0389728884254432,0.0268660062565172,0.00270281543274244,0.00082429614181439,0.0519900938477581,0.000546402502606882,0.00161001042752868,0.000503649635036496,0.000282064650677789,0.000422836287799791,0.000241397288842544,0.000126173096976017,5.26590198123045e-05,9.12408759124088e-05
idBibMarc1_SOM,0.321120080053369,0.10817278185457,0.251029352901935,0.0847898599066044,0.051361574382922,0.0139813208805871,0.0059472981987992,0.00177985323549033,0.000583055370246831,0.0626957971981321,0.00556104069379586,0.000386924616410941,0.0476524349566378,0.0385323549032688,0.000589726484322882,0.00392328218812542,0.000398265510340227,0.000849232821881254,0.000534356237491661,0.000111407605070047
idBleFall4_SOM,0.192118587608261,0.0199506995336442,0.0958261159227182,0.00686475682878081,0.50445636242505,0.0029400399733511,0.0258181212524983,0.000864756828780813,0.00149300466355763,0.113776149233844,0.00772485009993338,0.000250499666888741,0.00223117921385743,0.000483677548301133,0.0233064623584277,0.000813457694870087,0.000716855429713524,6.46235842771486e-05,0.00024983344437042,4.99666888740839e-05
idBomDisc1_SOM,0.143357571714476,0.088418945963976,0.144010006671114,0.0700480320213476,0.0223495663775851,0.019527018012008,0.0215890593729153,0.00547298198799199,0.00149633088725817,0.00247965310206805,0.00477251501000667,0.000229486324216144,0.000966644429619746,0.000531020680453636,0.000338225483655771,0.000555703802535023,0.000134756504336224,0.473184789859907,0.000198132088058706,0.000339559706470981
idBomMajo1_SOM,0.0162371752165223,0.0566682211858761,0.217861425716189,0.147310459693538,0.00920386409060626,0.316339107261825,0.00247568287808128,0.00101798800799467,0.00029780146568954,0.00162558294470353,0.00421119253830779,0.000461025982678215,0.000644237175216522,0.000412391738840773,0.000908061292471686,0.00101998667554963,0.000150566289140573,7.06195869420386e-05,9.52698201199201e-05,0.222989340439707
idCheImpr3_SOM,0.25625499334221,0.133291611185087,0.0386291611185087,0.109934753661784,0.400270972037284,0.0297523302263648,0.00467509986684421,0.00164713715046605,0.00153661784287617,0.00177230359520639,0.010121171770972,0.00025965379494008,0.000359520639147803,0.000599866844207723,0.000368175765645806,0.000978029294274301,0.00913981358189081,0.000236351531291611,0.000125166444740346,4.72703062583222e-05
idChePaga1_SOM,0.0186657789613848,0.0751664447403462,0.310688415446072,0.0353402130492676,0.251701065246338,0.0260552596537949,0.232597203728362,0.0014647137150466,0.00866577896138482,0.000526631158455393,0.000834886817576565,0.000262982689747004,0.0114061251664447,0.0191364846870839,0.000127163781624501,0.00663781624500666,0.000201065246338216,0.000312916111850866,0.000152463382157124,5.65912117177097e-05
idCheVern2_SOM,0.0293128800442233,0.246415699281371,0.206865671641791,0.0213438363736871,0.299777777777778,0.00318076285240464,0.148576561636263,0.00605804311774461,0.0243045881702598,0.00178054173576562,0.00358098396904367,0.00394582642343836,0.00197346600331675,0.00126478717523494,0.000307352128247651,0.000812050856826976,0.000364842454394693,6.08070757324489e-06,0.000112216694306247,1.60309563294638e-05
idCheVulp2_SOM,0.415357810413885,0.0508497997329773,0.168765687583445,0.011741655540721,0.275533377837116,0.02256608811749,0.00956475300400534,0.000476635514018692,0.0019045393858478,0.0175,0.00878704939919893,0.000257009345794393,0.0048671562082777,0.000640186915887851,0.000166221628838451,0.00849666221628839,0.00152269692923899,0.00028237650200267,0.000336448598130841,0.000383845126835781
idChrBici1_SOM,0.0939013990672885,0.319214856762159,0.188495669553631,0.132635243171219,0.0987818121252498,0.0665629580279813,0.0102744836775483,0.0167001998667555,0.009881745502998,0.000415056628914057,0.00267688207861426,0.00019053964023984,0.031744836775483,0.0240279813457695,0.000741838774150566,0.00187808127914724,0.000111925383077948,0.00157028647568288,0.000124583610926049,6.9620253164557e-05
idCluTigr1_SOM,0.0428442294863242,0.0232831887925284,0.0233068712474983,0.00784956637758506,0.100637091394263,0.0799036024016011,0.394371247498332,0.00309606404269513,0.00936724482988659,0.00136657771847899,0.00919279519679786,0.153423282188125,0.000962975316877919,0.00399799866577719,0.000495330220146765,0.000392261507671781,0.145324216144096,5.37024683122081e-05,0.000101067378252168,3.06871247498332e-05
idCoePili4_SOM,0.237848333333333,0.175572,0.0455096666666667,0.183816333333333,0.02724,0.005919,0.295337,0.001492,0.001446,0.00915933333333333,0.00732166666666667,0.000738666666666667,0.00295966666666667,0.000537333333333333,0.000202333333333333,0.000680333333333333,0.000632,0.000133666666666667,0.00295133333333333,0.000503333333333333
idCorMarg1_SOM,0.262861454046639,0.0301210562414266,0.445694787379973,0.00650308641975309,0.208397462277092,0.00438751714677641,0.0173744855967078,0.00649142661179698,0.00202366255144033,0.00141358024691358,0.00646776406035665,0.00399965706447188,0.00194684499314129,0.000626200274348422,0.000191700960219479,0.000491083676268861,0.000216049382716049,3.08641975308642e-05,0.00073079561042524,3.05212620027435e-05
idCriBerb1_SOM,0.182249499666444,0.075530353569046,0.0877998665777185,0.0167925283522348,0.486096731154103,0.00273982655103402,0.0143595730486991,0.00102935290193462,0.00545763842561708,0.0246684456304203,0.0786864576384256,0.000126751167444963,0.010653769179453,0.00179786524349566,0.00119813208805871,0.00977118078719146,0.000272181454302869,5.6704469646431e-05,0.00019479653102068,0.000518345563709139
idEpiGros1_SOM,0.0769737546866631,0.33873808248527,0.197698446705945,0.0221333690412426,0.0176304231387252,0.177314943760043,0.00822121049812533,0.0120905195500803,0.0839962506695233,0.00117300482056776,0.00568612747723621,0.000130155329405463,0.00265345474022496,0.0048859132297804,0.000313872522763792,0.049447777182646,7.87359400107124e-05,0.000231387252276379,0.000367434386716658,0.00023513658275308
idEpiSucc1_SOM,0.128534620505992,0.363037283621838,0.1152982689747,0.0448888149134487,0.0542736351531292,0.0748908122503329,0.0161897470039947,0.0176997336884154,0.00762250332889481,0.0014474034620506,0.143390812250333,0.000148468708388815,0.00577363515312916,0.0111797603195739,0.000101864181091877,0.0127416777629827,0.000483355525965379,0.00137949400798935,0.000531957390146471,0.000386151797603196
idEriArbu1_SOM,0.27896993987976,0.055626586506346,0.143337341349365,0.0751957247828991,0.0214709418837675,0.327533066132265,0.0754054776219105,0.000959251837007348,0.00411957247828991,0.00426586506346025,0.00355778223112892,0.00261523046092184,0.000758851035404142,0.00140080160320641,0.000119572478289913,0.000941215764863059,0.000132932531730127,0.000914495657982632,0.00149498997995992,0.00118036072144289
idEriPert2_SOM,0.372731691078562,0.0641058588548602,0.0468541944074567,0.1123655126498,0.153414114513981,0.219374167776298,0.00625233022636485,0.00108588548601864,0.00836617842876165,0.000623169107856192,0.00620838881491345,0.000326231691078562,0.0014254327563249,0.000782290279627164,0.00443142476697736,0.000733022636484687,0.000561251664447403,7.92276964047936e-05,9.9866844207723e-05,0.000179760319573901
idEriTena2_SOM,0.143680426098535,0.237642476697736,0.044280292942743,0.0478914780292943,0.0130113182423435,0.351069241011984,0.0035439414114514,0.000840213049267643,0.000368175765645806,0.000643142476697736,0.00233355525965379,0.0113868175765646,0.00133888149134487,0.000642476697736352,0.13198535286285,0.00754660452729694,0.000978029294274301,1.93075898801598e-05,0.000571904127829561,0.000226364846870839
idEupLati1_SOM,0.112887809616319,0.275237008256435,0.107731908693541,0.218243807673628,0.0294439048081593,0.116562894609034,0.0331058766391452,0.0422010684798446,0.0137984458474988,0.00161194754735308,0.0152899465760078,0.00896891694997572,0.000772705196697426,0.0211092763477416,7.28508984944148e-05,0.000148130160271977,0.00209422049538611,0.000433220009713453,0.00023895094706168,4.71102476930549e-05
idGymRotn1_SOM,0.173293193717277,0.207853403141361,0.0444685863874346,0.138486910994764,0.0806505235602094,0.288593586387435,0.00432395287958115,0.049907722513089,0.000738219895287958,0.000886780104712042,0.00484096858638743,0.000655104712041885,0.00216688481675393,0.000348167539267016,0.000212696335078534,0.00031544502617801,0.00105039267015707,5.56282722513089e-05,0.000885471204188482,0.000266361256544503
idLypDubi1_SOM,0.0522737579193064,0.769827942647549,0.0512810936978993,0.0279296432144048,0.00619406468822941,0.00175091697232411,0.0750946982327442,0.00314338112704235,0.00136178726242081,0.00116138712904301,0.00593264421473825,0.000391463821273758,0.000777925975325108,0.00120306768922974,0.000162387462487496,0.000476158719573191,0.000602867622540847,9.33644548182728e-05,0.000243414471490497,9.80326775591864e-05
idMacAtri3_SOM,0.0659753333333333,0.305623333333333,0.10618,0.0337866666666667,0.058114,0.003402,0.011122,0.00514666666666667,0.002072,0.018112,0.341414666666667,0.000122666666666667,0.00676133333333333,0.022044,0.000978666666666667,0.00208,0.000884666666666667,0.000594,0.0134646666666667,0.00212133333333333
idMelAuri2_SOM,0.0588187874750167,0.0652145236508994,0.296016655562958,0.0221005996002665,0.044398401065956,0.188586275816123,0.00610659560293138,0.000935376415722851,0.00196135909393737,0.0280586275816123,0.00192205196535643,0.000175882744836775,0.0342211858760826,0.00172151898734177,0.00035109926715523,0.247868087941372,0.00037508327781479,0.000179880079946702,0.00073217854763491,0.00025582944703531
idMelMell2_SOM,0.0189426857714095,0.166003998667111,0.267214261912696,0.0896661112962346,0.0394491836054648,0.125184271909364,0.0337204265244918,0.249071976007997,0.00316161279573476,0.00140019993335555,0.00283905364878374,0.000447184271909364,0.000625791402865711,0.00150416527824059,0.00022059313562146,0.000107630789736754,8.73042319226924e-05,0.00011996001332889,5.16494501832722e-05,0.000181939353548817
idMyaFlor2_SOM,0.0663726666666667,0.0336693333333333,0.0139373333333333,0.006758,0.346808666666667,0.410692,0.00875,8e-04,0.001502,0.000354666666666667,0.00517466666666667,9.6e-05,0.00264066666666667,0.00124333333333333,0.000203333333333333,0.0875266666666667,5.06666666666667e-05,9.2e-05,0.0106253333333333,0.00270266666666667
idMyoTess1_SOM,0.0452536617842876,0.882768308921438,0.00391411451398136,0.0293801597869507,0.0152503328894807,0.000929094540612517,0.00588981358189081,0.00268009320905459,0.00109720372836218,0.000837882822902796,0.00371704394141145,0.000786950732356857,0.00467509986684421,0.000825565912117177,0.00049167776298269,0.000508988015978695,0.000281957390146471,3.92809587217044e-05,0.00041844207723036,0.000254327563249001
idNeoCyan1_SOM,0.273735156771181,0.0984916611074049,0.165978652434957,0.0201340893929286,0.153513675783856,0.00228285523682455,0.0263629086057372,0.00218612408272181,0.00320680453635757,0.202767178118746,0.0449059372915277,0.00106137424949967,0.00118612408272181,0.000767845230153436,0.000151434289526351,0.000627084723148766,0.000695130086724483,0.000224149432955304,0.00144629753168779,0.000275517011340894
idNepFlae1_SOM,0.265223779385172,0.0868589511754069,0.0816641048824593,0.0674086799276673,0.0244629294755877,0.00535307414104882,0.0323282097649186,0.00285940325497288,0.00138833634719711,0.00191681735985533,0.00394801084990958,0.396983725135624,0.0140293851717902,0.00074502712477396,0.000125678119349005,0.00154068716094033,0.0129552441229656,8.77034358047016e-05,6.14828209764919e-05,5.87703435804702e-05
idNepScut1_SOM,0.402411620795107,0.0508036697247706,0.151721712538226,0.0145284403669725,0.316258103975535,0.0348544342507645,0.00421100917431193,0.00260550458715596,0.000584097859327217,0.00159510703363914,0.0118984709480122,0.0030085626911315,0.00229051987767584,0.000858103975535168,0.000168807339449541,0.000555351681957187,0.000621406727828746,4.46483180428135e-05,0.000644648318042813,0.000335779816513761
idNowFero1_SOM,0.0916102598267821,0.0879500333111259,0.10854763491006,0.0138620919387075,0.55999200532978,0.00928580946035976,0.071,0.00834310459693538,0.00291139240506329,0.0067255163224517,0.00516522318454364,0.000532311792138574,0.00334843437708195,0.00121518987341772,0.0273870752831446,0.000548301132578281,0.000134576948700866,0.000573617588274484,0.000366422385076616,0.000500999333777482
idPheCory1_SOM,0.1467460496614,0.443405568096313,0.278496237772762,0.0573604213694507,0.010699021820918,0.00386644093303236,0.0407185854025583,0.0053359668924003,0.000579006772009029,0.00131903686982694,0.00718811136192626,0.00138562829194883,0.0013431151241535,0.000272385252069225,0.000352144469525959,0.000273890142964635,9.59367945823928e-05,0.000170805116629044,0.000306621519939804,8.50263355906697e-05
idPhyMeln1_SOM,0.0549339559706471,0.188929286190794,0.316790527018012,0.075577718478986,0.197193462308205,0.0976090727151434,0.0042501667778519,0.00226217478318879,0.0106811207471648,0.000438292194796531,0.0152248165443629,0.000280186791194129,0.00972448298865911,0.0162975316877919,0.0048425617078052,0.00171981320880587,0.000229486324216144,6.93795863909273e-05,0.00255436957971981,0.000391594396264176
idPlaAlba1_SOM,0.260395798599533,0.0433521173724575,0.198335111703901,0.0386522174058019,0.0152614204734912,0.264782260753585,0.012352450816939,0.116150716905635,0.0427975991997332,0.000791263754584862,0.00132944314771591,0.000559853284428143,0.000528176058686229,0.00305301767255752,9.16972324108036e-05,0.00128542847615872,4.9349783261087e-05,9.66988996332111e-05,5.50183394464822e-05,8.03601200400133e-05
idPolAngu1_SOM,0.0722963333333333,0.442914333333333,0.319015333333333,0.025522,0.038902,0.0217846666666667,0.0450306666666667,0.00523233333333333,0.00214633333333333,0.002362,0.011789,0.000140666666666667,0.000900666666666667,0.00990166666666667,0.000232,0.000839,0.000495333333333333,0.00013,0.000253,0.000112666666666667
idProAzur1_SOM,0.0418455988455988,0.0544072871572872,0.16616341991342,0.107564213564214,0.0830111832611833,0.00248304473304473,0.0824354256854257,0.00166233766233766,0.0319025974025974,0.162479437229437,0.00125,0.0166085858585859,0.239932178932179,0.00114105339105339,0.000726911976911977,0.00541414141414141,0.000826479076479077,5.44733044733045e-05,4.90620490620491e-05,4.25685425685426e-05
idSarCaer1_SOM,0.569483978638184,0.0623951935914553,0.151634178905207,0.0535667556742323,0.0153845126835781,0.0106248331108144,0.00268624833110814,0.00173564753004005,0.0119579439252336,0.000477303070761015,0.094431909212283,0.000202269692923899,0.000473965287049399,0.00311949265687583,0.00242723631508678,0.00200333778371162,0.000345794392523364,0.00882777036048064,0.00112483311081442,0.00709679572763685
idSarRose1_SOM,0.0226279744631457,0.12571967498549,0.0394132327336042,0.0201706326175276,0.0418224027858387,0.289755078351712,0.0608421358096344,0.00199071387115496,0.00292455020313407,0.371308763784097,0.0101601857225769,0.000196169471851422,0.00081717933836332,0.000296575739988392,0.000282066163668021,0.000518282066163668,9.05397562391178e-05,9.46024376088218e-05,0.0108479396401625,0.000121300058038305
idSarVari1_SOM,0.173282247765006,0.193391443167305,0.187933588761175,0.055441251596424,0.060007662835249,0.0568269476372925,0.19824840357599,0.0109022988505747,0.0373844189016603,0.00298914431673052,0.0156947637292465,0.000273946360153257,0.000676245210727969,0.00356130268199234,0.000456577266922095,0.000363346104725415,0.00204469987228608,0.000121966794380587,0.00014367816091954,0.000256066411238825
idScaPyra1_SOM,0.155330013280212,0.0154621513944223,0.282211155378486,0.00346945551128818,0.0240577689243028,0.0830863213811421,0.426693227091633,0.000240371845949535,0.00174900398406375,0.000555112881806109,0.00350398406374502,4.58167330677291e-05,0.000809428950863214,0.000401726427622842,0.000299468791500664,0.00101859229747676,6.24169986719788e-05,4.51527224435591e-05,0.000894422310756972,6.44090305444887e-05
idSicFerr1_SOM,0.048864553314121,0.556328530259366,0.00898847262247839,0.0497282832441334,0.155261836146562,0.0063713462330177,0.00782091395636064,0.019083985179086,0.00161547962124331,0.000742280773981062,0.00431494442157266,0.000495677233429395,0.125277480444627,0.0101420337587485,0.000202140798682585,0.00424907369287773,0.000140798682585426,6.29888843145327e-05,0.000273363524083985,3.58172087278716e-05
idSphTaen1_SOM,0.0777368620037807,0.300897164461248,0.38432854442344,0.0225402646502836,0.109620415879017,0.0580124763705104,0.0402510396975425,0.00132703213610586,0.00101739130434783,0.000678638941398866,0.00140793950850662,5.36862003780718e-05,0.000485822306238185,0.000194706994328923,0.000220415879017013,0.000646124763705104,4.6124763705104e-05,9.48960302457467e-05,0.000393572778827977,4.68809073724008e-05
idStoLuna1_SOM,0.00660665557404326,0.0186871880199667,0.137275540765391,0.0198821963394343,0.351390349417637,0.0223457570715474,0.00944625623960067,0.00131214642262895,0.404621630615641,0.0244945091514143,0.00112945091514143,0.000441930116472546,0.000942762063227953,0.000467886855241265,7.98668885191348e-05,0.000426955074875208,0.000291846921797005,5.82362728785358e-05,6.02329450915141e-05,3.86023294509151e-05
idSuiVari3_SOM,0.011062082777036,0.0168618157543391,0.346591455273698,0.00759946595460614,0.259378504672897,0.00453738317757009,0.0220333778371162,0.000558077436582109,0.00128571428571429,0.0014913217623498,0.000951935914552737,0.00212550066755674,0.00103538050734312,0.000363818424566088,7.00934579439252e-05,0.000500667556742323,0.32331308411215,5.94125500667557e-05,0.000137516688918558,4.33911882510013e-05
idSyrPipi1_SOM,0.0102199197860963,0.0347533422459893,0.0380855614973262,0.00933622994652406,0.0281410427807487,0.277382352941176,0.0713061497326203,0.00175,0.000657754010695187,0.000911096256684492,0.00132085561497326,0.000141042780748663,0.000394385026737968,0.000244652406417112,0.524463903743316,0.000209893048128342,0.000401069518716578,3.40909090909091e-05,0.000164438502673797,8.22192513368984e-05
idTacFera2_SOM,0.0316497115888831,0.27461038280021,0.0761064499213424,0.0175909805977976,0.0195390665967488,0.50941531200839,0.0197126376507604,0.0256895647614054,0.000896171997902465,0.0187839538542213,0.00109491347666492,0.000195595175668589,0.00215731515469324,0.000549554273728369,0.000371788148925013,0.000493969585736759,0.000507603565810173,0.0001069743051914,0.000346617724174095,0.000181436811746198
idTacLuri1_SOM,0.134786060380171,0.551442415206858,0.0685326127469251,0.0381494595601938,0.128867312709653,0.00525754752143123,0.0228371226239284,0.00254901229966455,0.00401938128960119,0.00646962355572121,0.0169325382035035,0.000199776369735371,0.0126332463660082,0.00252627655609392,0.000270965337308982,0.00332873648900485,0.000799850913156914,5.25531121878494e-05,0.000317927692881103,2.75810659709281e-05
idTheAcut1_SOM,0.0151046666666667,0.0793913333333333,0.0255573333333333,0.0372426666666667,0.206826666666667,0.133774666666667,0.00579533333333333,0.09243,0.000765333333333333,0.00272466666666667,0.00135333333333333,0.390289333333333,0.00168933333333333,0.00280466666666667,0.00134866666666667,0.000458666666666667,0.00026,0.000470666666666667,0.000212,0.00150066666666667
idTheAtra2_SOM,0.182633511348465,0.116054072096128,0.020283044058745,0.0168958611481976,0.172391188251001,0.00730173564753004,0.0175500667556742,0.00533978638184246,0.00330707610146862,0.00718157543391188,0.0235106809078772,0.000156875834445928,0.00348998664886515,0.0363765020026702,0.000156208277703605,0.00532042723631509,0.00195060080106809,0.00213684913217623,0.377230974632844,0.000732977303070761
idTheSoli1_SOM,0.27048320268757,0.0918118701007839,0.267605263157895,0.11194568868981,0.0316259798432251,0.129577267637178,0.00883594624860022,0.00524972004479283,0.000652855543113102,0.00320772676371781,0.0684272116461366,0.000110862262038074,0.000146136618141097,0.00025531914893617,0.00027491601343785,0.000251959686450168,0.000119820828667413,0.00582754759238522,0.000319148936170213,0.00327155655095185
idVolInan1_SOM,0.158489333333333,0.0519646666666667,0.331540666666667,0.107368666666667,0.0158433333333333,0.296655333333333,0.002088,0.000656666666666667,0.000409333333333333,0.000874666666666667,0.00363733333333333,0.000271333333333333,0.00264066666666667,0.000419333333333333,0.000444666666666667,0.025282,0.000306,0.000247333333333333,0.000271333333333333,0.000589333333333333
idVolInfl1_SOM,0.0209531345100426,0.235828971393792,0.248141205112599,0.0607194157029824,0.280132075471698,0.00250517346317712,0.0517346317711503,0.00133353621424224,0.00312051125989044,0.00179488740109556,0.00731710286062082,5.96469872185027e-05,0.00774863055386488,0.0268411442483262,0.000188070602556299,0.0435958612294583,9.61655508216677e-05,5.11259890444309e-05,0.00775897748021911,7.97321972002435e-05
idXanPedi1_SOM,0.0413252168112075,0.125023015343562,0.186782521681121,0.0299946631087392,0.0647378252168112,0.0605627084723149,0.00937625083388926,0.0269833222148099,0.134780853902602,0.000633755837224817,0.00701100733822548,0.00118612408272181,0.016739826551034,0.240377918612408,0.000199799866577718,0.0536724482988659,0.000282521681120747,7.73849232821881e-05,9.57304869913275e-05,0.000157104736490994
idXylSylv2_SOM,0.178752508361204,0.0631692307692308,0.0355076923076923,0.0145571906354515,0.418332441471572,0.162307023411371,0.0584494983277592,0.00205484949832776,0.00965351170568562,0.0112996655518395,0.0283612040133779,0.000217391304347826,0.0120501672240803,0.000727759197324415,0.00121204013377926,0.0019123745819398,0.000822073578595318,3.07692307692308e-05,0.000135117056856187,0.000447491638795987
