,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
iyAllPice1_SOM,0.469024016010674,0.0313322214809873,0.00490993995997332,0.0206290860573716,0.0848519012675117,0.114460306871248,0.122563042028019,0.112011340893929,0.00487858572381588,0.00266577718478986,0.00398532354903269,0.00146764509673115,0.000777184789859907,0.000365577051367578,0.00756437625083389,0.00103468979319546,0.0122088058705804,0.000178118745830554,0.000138759172781855,0.00174583055370247,0.000179452968645764,0.000126751167444963,0.000586390927284857,0.00180453635757171,0.000510340226817879
iyAmbArma1_SOM,0.340441644562334,0.0639137931034483,0.0105762599469496,0.0436538461538462,0.014934350132626,0.139058355437666,0.00686604774535809,0.217666445623342,0.00270159151193634,0.0100497347480106,0.00305039787798409,0.00239854111405836,0.0215928381962865,0.0027606100795756,0.0251810344827586,0.0670377984084881,0.00118766578249337,0.00220490716180371,0.000153846153846154,0.00148076923076923,0.000241379310344828,0.0103322281167109,0.00192241379310345,0.00816710875331565,0.0024263925729443
iyAmbArma2_SOM,0.0655207219251337,0.00766644385026738,0.00445120320855615,0.00248061497326203,0.363369652406417,0.00150534759358289,0.343833556149733,0.173829545454545,0.00111898395721925,0.00155147058823529,0.00945053475935829,0.000379010695187166,0.000433823529411765,0.000356951871657754,0.00274197860962567,0.000706550802139037,0.000352941176470588,0.0127479946524064,5.94919786096257e-05,0.00110360962566845,0.0052346256684492,9.62566844919786e-05,0.000147727272727273,0.000234625668449198,0.000626336898395722
iyAncNigr1_SOM,0.0409036287923855,0.285054134443783,0.00405056513979774,0.087390243902439,0.0728578227245687,0.0131683521713266,0.190230220107079,0.0366525877453896,0.0262688875669244,0.0107465794170137,0.00297858417608566,0.0851766805472933,0.00736585365853658,7.85246876859012e-05,0.114660916121356,0.0187787031528852,0.00117965496728138,0.000342653182629387,6.06781677572873e-05,0.000321832242712671,0.000190362879238548,0.000290898274836407,0.000645449137418203,0.000459250446162998,0.000146936347412255
iyAndBuce1_SOM,0.322951903807615,0.136303273213093,0.00372678690714763,0.013437541750167,0.00966399465597862,0.0432237808951236,0.321169004676019,0.00264128256513026,0.00438610554442218,0.0112271209084836,0.0688523714094856,0.00808951235804943,0.0231042084168337,0.000414161656646627,0.00311489645958584,0.0128797595190381,0.00884969939879759,0.000341349365397462,0.00114428857715431,0.000185036740146961,0.000436205744822979,0.000603206412825651,0.000657314629258517,0.00187307949231797,0.000724114896459586
iyAndDors1_SOM,0.65260120240481,0.137451569806279,0.00779091516366065,0.0133072812291249,0.0182705410821643,0.0101743486973948,0.00677822311289245,0.00481162324649299,0.00156045424181697,0.0836766867067468,0.0103386773547094,0.0305791583166333,0.000364061456245825,0.000309953239812959,0.00243420173680695,0.000313961255845023,0.0108296593186373,0.00120774883099532,0.00017434869739479,0.00180694722778891,0.00149298597194389,0.00092251169004676,0.00174148296593186,0.000442885771543086,0.000618570474281897
iyAndFulv1_SOM,0.179360371517028,0.262215479876161,0.0444984520123839,0.0127393188854489,0.0759461300309597,0.0152941176470588,0.195943653250774,0.00638699690402477,0.00297399380804954,0.0578445820433437,0.00308730650154799,0.0230674922600619,0.00862910216718266,0.000592569659442724,0.00252755417956656,0.00294303405572755,0.000291021671826625,0.000298452012383901,0.000120743034055728,0.000410526315789474,0.000229102167182663,0.000323839009287926,0.104003095975232,0.00019938080495356,7.36842105263158e-05
iyAndHaem1_SOM,0.405031480241125,0.00830609511051574,0.00680375083724046,0.157034829202947,0.195701272605492,0.0049330207635633,0.0465505693235097,0.00241326188881447,0.00104956463496316,0.128677160080375,0.0139095780308104,0.0164413931681179,0.000128600133958473,8.03750837240455e-05,0.000527796383121232,0.000192230408573342,0.00674748827863362,0.00039919624916276,2.47823174815807e-05,0.000672471533824514,0.000169457468184863,6.09511051574012e-05,0.000212993971868721,0.00333556597454789,0.000596115204286671
iyAndHatt1_SOM,0.0180874499332443,0.0143070761014686,0.0065607476635514,0.00570160213618158,0.420732977303071,0.0135213618157543,0.00792056074766355,0.0349492656875834,0.00111014686248331,0.00198331108144192,0.238117489986649,0.226162216288385,0.000427903871829105,0.000107476635514019,0.00106208277703605,0.000335113484646195,0.00133444592790387,0.000241655540720961,0.00232777036048064,0.00194726301735648,0.00172229639519359,0.000136181575433912,0.000136181575433912,0.00089652870493992,0.000170894526034713
iyAndMinu1_SOM,0.196719306049822,0.243253558718861,0.0483011565836299,0.113354982206406,0.0054088078291815,0.0981677046263345,0.227077846975089,0.0154074733096085,0.0012482206405694,0.00203825622775801,0.0142322064056939,0.0104088078291815,0.00812055160142349,0.000504893238434164,0.00315702846975089,0.00780649466192171,0.000744217081850534,0.00021797153024911,0.000208629893238434,0.00200667259786477,0.000250444839857651,0.000213078291814947,0.000331850533807829,0.000270907473309609,0.000548932384341637
iyAnoNige1_SOM,0.151378,0.110316666666667,0.0435326666666667,0.0329413333333333,0.242353333333333,0.0248473333333333,0.00338466666666667,0.00355066666666667,0.003266,0.00288466666666667,0.004852,0.334211333333333,0.00120866666666667,0.000370666666666667,0.001018,0.00150266666666667,0.00518133333333333,0.00112733333333333,0.000112,0.000167333333333333,0.000554666666666667,0.00344066666666667,0.000204,0.000203333333333333,0.0273906666666667
iyAthRosa1_SOM,0.0376894158473106,0.0595245806824754,0.00416483516483517,0.00636552920763447,0.178479467900521,0.656333140543667,0.00385078079814922,0.0266772700983227,0.00731521110468479,0.0020294968189705,0.00103354540196645,0.00170792365529208,0.00531463273568537,6.47773279352227e-05,0.00130653556969346,0.0065026026604974,0.000597455176402545,0.000146905725853094,3.35454019664546e-05,0.000124927703875072,9.77443609022556e-05,0.000200115673799884,0.000193753614806246,0.000144013880855986,0.000101792943898207
iyBomCamp1_SOM,0.351768,0.020812,0.00354133333333333,0.0126193333333333,0.0673986666666667,0.00665066666666667,0.0197673333333333,0.00347266666666667,0.00276666666666667,0.00266933333333333,0.292435333333333,0.003898,0.16577,0.000307333333333333,0.00117066666666667,0.038672,0.003446,0.000169333333333333,9.66666666666667e-05,0.000454,0.000167333333333333,0.000222666666666667,0.000742666666666667,0.000194,0.000788
iyBomHort1_SOM,0.0461644385026738,0.0160708556149733,0.00582219251336898,0.0213088235294118,0.378719251336898,0.00319318181818182,0.00261096256684492,0.00348529411764706,0.000655748663101604,0.00221457219251337,0.238808823529412,0.000678475935828877,0.00747927807486631,4.67914438502674e-05,0.00056951871657754,0.269264037433155,0.000114973262032086,0.000754679144385027,3.34224598930481e-05,0.00045120320855615,5.88235294117647e-05,0.000963235294117647,0.000457887700534759,3.87700534759358e-05,3.47593582887701e-05
iyBomHypn1_SOM,0.585641950567802,0.0132845691382766,0.0105450901803607,0.257175684702739,0.000575818303273213,0.00401336005344021,0.00652972611890448,0.0148570474281897,0.00273346693386774,0.00322110888443554,0.085438209752839,0.00182297929191717,0.000342685370741483,0.000325317301269205,0.00166599866399466,0.000525050100200401,0.00104742818971276,0.00127388109552438,6.68002672010688e-05,0.00513894455577822,0.000251169004676019,0.000358717434869739,0.00172211088844355,0.000700734802939212,0.000742150968603874
iyBomPasc1_SOM,0.115756487025948,0.0748636061210912,0.00356620093147039,0.00559281437125749,0.0681823020625416,0.00594876912840985,0.0803220226214238,0.124924817032601,0.00954491017964072,0.164176979374584,0.235324683965403,0.00202395209580838,0.0999301397205589,0.000160345974717232,0.00189354624085163,0.00538855622089155,0.000457085828343313,0.000224883566200931,2.19560878243513e-05,0.000227544910179641,0.000101796407185629,0.000473053892215569,0.000596806387225549,0.000109115103127079,0.000187624750499002
iyBomPrat1_SOM,0.152979946524064,0.0821550802139037,0.00861029411764706,0.242085561497326,0.214949197860963,0.0146885026737968,0.00610561497326203,0.0217733957219251,0.0635822192513369,0.121667780748663,0.0262540106951872,0.0138121657754011,0.00217780748663102,0.00167847593582888,0.00088168449197861,0.0209431818181818,0.000338235294117647,0.000254010695187166,0.000100267379679144,0.00187700534759358,0.00015307486631016,0.000510695187165775,0.00104211229946524,0.000714572192513369,0.000665106951871658
iyBomSyle1_SOM,0.0262155688622755,0.0122854291417166,0.00570858283433134,0.0041290751829674,0.250128409846973,0.00124018629407851,0.00391816367265469,0.0104304723885562,0.000896207584830339,0.00598669328010645,0.459094477711244,0.00144311377245509,0.000411842980705256,8.71590153027279e-05,0.0109374584165003,0.000765801729873586,0.000864271457085828,0.00270525615435795,0.00021290751829674,0.194832335329341,0.00700266134397871,0.000123087159015303,0.000224883566200931,0.000241516966067864,0.000114437791084498
iyBomTerr1_SOM,0.349917222963952,0.0514165554072096,0.00265487316421896,0.0406915887850467,0.241720293724967,0.0417690253671562,0.00748798397863818,0.00603137516688919,0.0224599465954606,0.0117897196261682,0.118341121495327,0.00186048064085447,0.0907543391188251,0.000203604806408545,0.000372496662216288,0.00970827770360481,0.000431241655540721,0.000266355140186916,7.61014686248331e-05,0.000704272363150868,5.80774365821095e-05,0.000481308411214953,0.000559412550066756,0.000148197596795728,9.6128170894526e-05
iyBuaLabo1_SOM,0.202652173913043,0.00694113712374582,0.00465150501672241,0.0030695652173913,0.308347157190635,0.00590367892976589,0.00502341137123746,0.417478260869565,0.0101638795986622,0.000851505016722408,0.00134849498327759,0.00193244147157191,0.0207036789297659,1.93979933110368e-05,0.000956521739130435,0.0038628762541806,0.00193377926421405,0.000258862876254181,3.81270903010033e-05,0.000209364548494983,0.000830769230769231,0.0023933110367893,0.00019866220735786,0.000129765886287625,0.000101672240802676
iyCamRapt1_SOM,0.0588553333333333,0.24345,0.010402,0.100005333333333,0.034682,0.117016,0.0934993333333333,0.262636666666667,0.00302866666666667,0.0353353333333333,0.00435266666666667,0.00262333333333333,0.000904,4.4e-05,0.00138066666666667,0.0284233333333333,0.000624,0.00111533333333333,3.46666666666667e-05,0.000208,9.4e-05,0.000365333333333333,0.000611333333333333,0.000242,6.66666666666667e-05
iyCerRyby1_SOM,0.220180426098535,0.0717270306258322,0.00820972037283622,0.0656258322237017,0.0196584553928096,0.00916777629826897,0.00494340878828229,0.0260366178428762,0.00378561917443409,0.442126498002663,0.110544607190413,0.00796271637816245,0.000260319573901465,0.000838881491344874,0.00064780292942743,0.000368175765645806,0.00216777629826897,0.000368175765645806,5.32623169107856e-05,0.000982689747003995,9.85352862849534e-05,0.00128894806924101,0.0011358189081225,0.000882822902796272,0.000938082556591212
iyCliInci1_SOM,0.137149933065596,0.13208500669344,0.0289725568942436,0.0286720214190094,0.13180655957162,0.0923326639892905,0.0067904953145917,0.194107095046854,0.00933065595716198,0.0301331994645248,0.0247329317269076,0.0149805890227577,0.0235388219544846,0.000516733601070951,0.00586412315930388,0.00183132530120482,0.000323962516733601,0.00158433734939759,0.00013855421686747,0.000771753681392236,0.130409638554217,0.00204350736278447,0.000683400267737617,0.000813253012048193,0.000386880856760375
iyCoeConi1_SOM,0.313030810448761,0.027476222371065,0.0340576021433356,0.0333616878767582,0.045417950435365,0.0077113194909578,0.166097119892833,0.0110180843938379,0.00200535833891494,0.00976155391828533,0.0779390488948426,0.00597454789015405,0.0012297387809779,0.000590087073007368,0.0109403884795713,0.00431279303415941,0.00501406563965171,0.00560951105157401,0.000103817816476892,0.00211453449430676,0.231745478901541,0.00135231078365707,0.000638312123241795,0.00137374413931681,0.0011239115874079
iyDolMedi1_SOM,0.102004663557628,0.0719127248500999,0.00384743504330446,0.0164516988674217,0.137459693537642,0.00708727514990007,0.00243904063957362,0.00568221185876083,0.4161745502998,0.00246635576282478,0.0215309793471019,0.00087475016655563,0.189736175882745,2.7981345769487e-05,0.000808127914723518,0.00639506995336442,0.0138934043970686,0.000161225849433711,0.000109260493004664,0.000314457028647568,0.000106595602931379,5.19653564290473e-05,0.000243171219187209,0.000149233844103931,7.19520319786809e-05
iyDolSaxo1_SOM,0.0289794019933555,0.0107408637873754,0.00865448504983389,0.0201740863787375,0.013314950166113,0.00151627906976744,0.0109029900332226,0.00313621262458472,0.0627222591362126,0.00152956810631229,0.00259202657807309,0.00341063122923588,0.733481063122924,9.70099667774086e-05,0.0892485049833887,0.00207441860465116,0.000715614617940199,0.0012890365448505,0.00013421926910299,0.0013953488372093,0.000111627906976744,0.00225980066445183,0.000654485049833887,0.000773421926910299,9.16943521594684e-05
iyDolSylv1_SOM,0.011778743315508,0.00436497326203209,0.00865641711229946,0.0250668449197861,0.0466383689839572,0.00163903743315508,0.319163770053476,0.00621657754010695,0.380773395721925,0.00088903743315508,0.00133088235294118,0.00119451871657754,0.172741310160428,0.00306617647058824,0.0011524064171123,0.0010975935828877,0.00904077540106952,0.000135026737967914,1.06951871657754e-05,0.00152473262032086,0.00188636363636364,0.000233957219251337,0.000272058823529412,0.000191844919786096,0.000934491978609626
iyEctCont1_SOM,0.532297333333333,0.0313033333333333,0.0339106666666667,0.0489653333333333,0.0979466666666667,0.002738,0.040152,0.003514,0.000509333333333333,0.141896666666667,0.0400733333333333,0.00421333333333333,0.000461333333333333,0.000240666666666667,0.00130933333333333,0.00133533333333333,0.000817333333333333,0.000607333333333333,0.000103333333333333,0.00275,0.000359333333333333,0.00057,0.012428,0.000343333333333333,0.00115466666666667
iyEctLitu1_SOM,0.064024765729585,0.007904953145917,0.00694979919678715,0.0567623828647925,0.582898259705489,0.00161311914323963,0.00726706827309237,0.00310843373493976,0.00392168674698795,0.00336412315930388,0.0225441767068273,0.00214390896921017,0.00106425702811245,0.000162650602409639,0.0432101740294511,0.069471218206158,0.12019344042838,0.000373493975903614,1.80722891566265e-05,0.000185408299866131,9.57161981258367e-05,0.000627175368139224,0.0015615796519411,0.000313922356091031,0.000220214190093708
iyIchXant1_SOM,0.228673141326189,0.0674728734092431,0.0170113864701942,0.00609645010046885,0.150150703281983,0.0317454789015405,0.107695244474213,0.152805760214334,0.00752980576021433,0.0032906898861353,0.00220964501004689,0.0307387809778969,0.0198948425987944,0.000910247823174816,0.149872069658406,0.00322304085733423,0.00449028801071668,0.000430006697923644,0.000374413931681179,0.00980576021433356,0.00289350301406564,0.000308774279973208,0.00150636302746149,0.000243134628265238,0.000627595445411922
iyLasLatv2_SOM,0.0198821571238349,0.0100159786950732,0.00462250332889481,0.0221810918774967,0.530631824234354,0.00392143808255659,0.00580825565912117,0.0225279627163782,0.0061884154460719,0.00214780292942743,0.00188482023968043,0.00280625832223702,0.000547936085219707,0.00188814913448735,0.0328242343541944,0.000476697736351531,0.00154527296937417,0.00016711051930759,3.59520639147803e-05,0.328280958721704,0.000318242343541944,0.000338881491344874,0.000200399467376831,0.000322237017310253,0.000435419440745672
iyLasMori1_SOM,0.709947543160691,0.0229694555112882,0.0205969455511288,0.0872124833997344,0.0842184594953519,0.00571580345285525,0.00749269588313413,0.00833333333333333,0.00383665338645418,0.0104873837981408,0.00719322709163347,0.0219555112881806,0.00109893758300133,0.000106905710491368,0.00114010624169987,0.00129083665338645,0.00285657370517928,0.000300132802124834,4.05046480743692e-05,0.000669986719787517,0.000148738379814077,0.000254980079681275,0.000901726427622842,0.00105776892430279,0.000173306772908367
iyLasPaux1_SOM,0.0679312424607961,0.170195416164053,0.0204071170084439,0.0817424607961399,0.179669481302774,0.00824125452352232,0.00681664656212304,0.153159227985525,0.0114059107358263,0.0653606755126659,0.0194656212303981,0.188170687575392,0.00400422195416164,0.000729794933655006,0.000760554885404101,0.00571652593486128,0.000356453558504222,0.00150241254523522,8.92641737032569e-05,0.000479493365500603,0.000332931242460796,0.00028226779252111,0.012857056694813,0.000168878166465621,0.000154402895054282
iyMacEuro1_SOM,0.0450709030100334,0.00867090301003345,0.0201638795986622,0.0114602006688963,0.294215384615385,0.00307558528428094,0.0170441471571906,0.0127839464882943,0.000531103678929766,0.00117458193979933,0.078333779264214,0.000894983277591973,0.00057056856187291,0.000339799331103679,0.491711705685619,0.000488963210702341,0.0104461538461538,0.000305016722408027,0.000158528428093645,0.000791973244147157,0.000422073578595318,0.000216053511705686,0.000211371237458194,0.000260200668896321,0.00065819397993311
iyMimDahl1_SOM,0.157096,0.013812,0.005562,0.013212,0.359026,0.00937533333333333,0.172493333333333,0.0312773333333333,0.00406933333333333,0.00885866666666667,0.00248733333333333,0.0403833333333333,0.000954666666666667,8.93333333333333e-05,0.0955726666666667,0.0780026666666667,0.000401333333333333,0.000109333333333333,3.26666666666667e-05,0.00039,0.000106,0.000245333333333333,0.00190933333333333,0.00311733333333333,0.00141666666666667
iyNetDila1_SOM,0.163061170212766,0.0610086436170213,0.00832579787234042,0.00984375,0.0171515957446809,0.00799135638297872,0.24238164893617,0.186864361702128,0.00403058510638298,0.052842420212766,0.00171077127659574,0.235617021276596,0.00052593085106383,6.84840425531915e-05,0.00305186170212766,0.000527260638297872,0.00162566489361702,0.000274601063829787,1.46276595744681e-05,0.0011875,6.78191489361702e-05,0.00040093085106383,0.000665558510638298,0.000420877659574468,0.000339760638297872
iyNomFabr1_SOM,0.304631016042781,0.0204131016042781,0.00722058823529412,0.0512145721925134,0.0538101604278075,0.0121544117647059,0.00442780748663102,0.000640374331550802,0.00161564171122995,0.33644986631016,0.000954545454545455,0.00890508021390374,0.000342245989304813,0.000163770053475936,0.000167112299465241,0.000337566844919786,0.104282085561497,0.000348930481283422,0.000100935828877005,0.0842446524064171,0.000633021390374332,0.000403743315508021,0.000181149732620321,0.0057807486631016,0.000576871657754011
iyNomFuca1_SOM,0.205636666666667,0.014556,0.00865933333333333,0.0150693333333333,0.320548,0.00480066666666667,0.25327,0.00148066666666667,0.016108,0.00379533333333333,0.00664266666666667,0.132863333333333,0.000566,0.000118666666666667,0.000632666666666667,0.00033,0.00105933333333333,0.001302,0.00013,0.011212,9.86666666666667e-05,0.000468666666666667,0.000422666666666667,0.000200666666666667,2.86666666666667e-05
iyNysSpin1_SOM,0.666690921228304,0.0926275033377837,0.0207950600801068,0.0232489986648865,0.082194259012016,0.0144445927903872,0.00718357810413885,0.000940587449933244,0.00273631508678238,0.0739238985313752,0.00149265687583445,0.00357409879839786,0.000457276368491322,0.000304405874499332,0.000334445927903872,0.000511348464619493,0.000634846461949266,0.00067890520694259,0.00236782376502003,0.00187716955941255,0.00047196261682243,0.000398531375166889,0.000755006675567423,0.00123898531375167,0.000116822429906542
iyRhoChlo1_SOM,0.0440967741935484,0.136887096774194,0.0270650364203954,0.0514812695109261,0.0102513007284079,0.283871488033299,0.0658657648283038,0.0125530697190427,0.0141373569198751,0.00400364203954214,0.00460145681581686,0.00174609781477627,0.00730020811654527,0.000160770031217482,0.00203537981269511,0.00453433922996878,0.00235483870967742,0.000939125910509886,0.000731009365244537,0.000786160249739854,0.322086888657648,0.00146149843912591,0.000359001040582726,0.00040582726326743,0.000284599375650364
iySelTumu1_SOM,0.249699799866578,0.0184629753168779,0.00599199466310874,0.11890260173449,0.4375263509006,0.0025530353569046,0.00131754503002001,0.000584389593062041,0.000474316210807205,0.0200200133422282,0.00560040026684456,0.0133235490326885,0.000418278852568379,0.000180120080053369,0.000390260173448966,0.000506337558372248,0.00907338225483656,0.000278852568378919,0.000161440960640427,0.0508739159439626,0.00056837891927952,0.000304202801867912,0.019425617078052,0.0430213475650434,0.000340893929286191
iySphMoni1_SOM,0.132153328850034,0.0256328177538668,0.016394754539341,0.0322609280430397,0.229288500336247,0.00666980497646268,0.00601613987895091,0.00143913920645595,0.0217572293207801,0.0538507061197041,0.00332750504371217,0.005182246133154,0.00116072629455279,0.00108742434431742,0.00086079354404842,0.00113449899125757,0.0007182246133154,0.00774983187626093,0.00246065904505716,0.0104983187626093,0.00489845326160054,0.000607935440484196,0.000757901815736382,0.430449899125757,0.00364223268325488
iyStePhae1_SOM,0.0408669786096257,0.225459893048128,0.0183081550802139,0.256946524064171,0.00379344919786096,0.00707352941176471,0.311073529411765,0.083899064171123,0.00174799465240642,0.00342713903743316,0.00350802139037433,0.00235695187165775,0.00181350267379679,0.000118983957219251,0.0174826203208556,0.00362901069518717,0.00409558823529412,0.00241310160427808,0.00017379679144385,0.00599465240641711,0.000861631016042781,0.00430548128342246,0.000286764705882353,0.000275401069518717,8.82352941176471e-05
iyTenDist1_SOM,0.0868691153647181,0.0125245732022763,0.00341800310398345,0.00606207966890843,0.0054635281945163,0.719674599068805,0.0802886704604242,0.00299172271081221,0.00209156751163994,0.00155768235902742,0.0689617175375065,0.00210812209001552,0.000453181583031557,0.0026989136057941,0.000383341955509571,0.000324883600620797,0.000933264355923435,0.000122090015519917,0.000476461458872219,0.000652353854112778,0.000243662700465598,0.000137092602172788,0.00020434557682359,0.00059958613554061,0.000759441282979824
iyTenMeso1_SOM,0.140328223925358,0.129775408197268,0.0340856381206265,0.00766244585138287,0.0168077307564145,0.244237254248584,0.0865231589470177,0.106325224925025,0.00474775074975008,0.141124958347218,0.00345684771742752,0.00371342885704765,0.00250949683438854,0.000134955014995002,0.00479773408863712,0.0675511496167944,0.00114895034988337,0.00107830723092303,7.83072309230257e-05,0.000228257247584139,0.00054481839386871,0.000282572475841386,0.00133288903698767,0.00034921692769077,0.00117527490836388
iyTenNoth1_SOM,0.183243162108072,0.100602401601067,0.00460040026684456,0.00426751167444963,0.0435613742494997,0.337480987324883,0.00596564376250834,0.02784122748499,0.000769513008672448,0.147560707138092,0.00081320880587058,0.0178232154769847,0.00133122081387592,0.000135757171447632,0.0343652434956638,0.078415610406938,0.000333555703802535,0.000790860573715811,0.00138959306204136,0.000335223482321548,0.00499432955303536,0.000498999332888592,0.000484656437625083,0.00198432288192128,0.000411274182788526
iyTipFemo1_SOM,0.082378073089701,0.159269102990033,0.00577275747508306,0.0128272425249169,0.243516943521595,0.014978073089701,0.0137176079734219,0.0288093023255814,0.0356179401993355,0.0393229235880399,0.0038093023255814,0.29575415282392,0.00771694352159468,5.78073089700997e-05,0.0456857142857143,0.0044624584717608,0.00161262458471761,0.000168770764119601,2.59136212624585e-05,0.000445182724252492,4.85049833887043e-05,0.0022312292358804,0.00079468438538206,0.000681727574750831,0.000295016611295681
iyVesCrab1_SOM,0.0854033333333333,0.00614866666666667,0.00603266666666667,0.0147973333333333,0.254607333333333,0.00179866666666667,0.056316,0.003632,0.545123333333333,0.000774,0.00454733333333333,0.001402,0.0122486666666667,0.000473333333333333,0.00112666666666667,0.000746,0.00048,0.000109333333333333,7.93333333333333e-05,0.00223,8e-05,8.8e-05,0.000451333333333333,0.00108266666666667,0.000222
iyVesGerm1_SOM,0.0129553630912725,0.0264756828780813,0.00286275816122585,0.00350299800133245,0.111856095936043,0.00203397734843438,0.00265489673550966,0.00547101932045303,0.412461692205197,0.00775149900066622,0.00288141239173884,0.00878014656895403,0.186505662891406,0.000176548967355097,0.00108127914723518,0.210780812791472,0.000437041972018654,0.000269153897401732,8.32778147901399e-05,0.00035109926715523,9.66022651565623e-05,7.52831445702865e-05,0.000123251165889407,0.000138574283810793,0.000193870752831446
