TOL1	TOL2	TOL3	TOL4	TOL5	TOL6	TOL7	TOL8	TOL9	TOL10	TOL11	TOL12	TOL13	TOL14	TOL15	TOL16	TOL17	TOL18	TOL19	TOL20	TOL21	TOL22	TOL23	TOL24	TOL25	TOL26	TOL27	TOL28	TOL29	TOL30	TOL31
TOL33	0.7350768963172583	0.7463202175044601	0.2949865876154881	0.4219823632935607	0.6051723427039609	0.26905898569230347	0.395267228637234	0.4918470690523731	0.5655013234640603	0.6929417771670205	0.7009663761163434	0.7695626718295742	0.6667738635670915	0.508163134243034	0.6999218876503828	0.2895709961429765	0.26356111196102205	0.6179524077679892	0.6991271305814698	0.27578700515933896	0.38784429387388125	0.3725075382055388	0.6043647674386187	0.5392942177012432	0.48043509219520086	0.43094815740840264	0.44956128131908724	0.4970342185952836	0.48405042555315864	0.4488866693942376	0.6710227109663076
TOL34	0.6172108383111324	0.515409863450449	0.30390913710247613	0.36407394452170894	0.5710641381197785	0.32211541717994857	0.3939370996811545	0.4435002791782807	0.39784210219714883	0.5598532849443288	0.3699521188224728	0.729772304036205	0.5721512522702874	0.34737998735499165	0.47855071520745274	0.2655798084402899	0.24858255832182313	0.46765849324274883	0.8386765620643879	0.19463043746635733	0.3084132212376144	0.29537235152119407	0.4821118524684689	0.49335402853166316	0.5694386166843978	0.6103166022622438	0.5405696847554531	0.1939585480752445	0.4397264449132933	0.5586678950904213	0.5201529551098063
TOL35	0.5580199627113167	0.37281837754360503	0.23643802294184335	0.4342524000300047	0.3992391774836211	0.2570462394598848	0.25164885200361353	0.6254367439052253	0.32062417531774684	0.4458859278164564	0.28704122303357665	0.3665350898399758	0.30537519448331485	0.402321741199626	0.3383609163622332	0.16143214029929953	0.17168774136761808	0.33018434391330964	0.42351376282347714	0.4287241315053544	0.2611122057642581	0.5563570445125134	0.4099062510377556	0.19088489776176634	0.2518126758612414	0.3249107707564678	0.2543602307985023	0.24601841058228313	0.3550536951764373	0.31125135255532693	0.3310831767351243
TOL36	0.5530818953635452	0.5925204845109701	0.20767531181856402	0.26958431500375857	0.4911691771379719	0.20141783983783515	0.43307632565737864	0.27767972160500726	0.23803957445002422	0.41567278158537385	0.44526533851244854	0.4878317344403336	0.4285990241219574	0.4317235439372642	0.3468535755972121	0.5195909898785513	0.19224687006230864	0.4568222321699754	0.5176624272205969	0.5488707338637195	0.36729915557173054	0.29604990309883744	0.4199647991659775	0.29489049311203924	0.25194136813702533	0.4269709867474948	0.321594290651821	0.23032118566367493	0.3068950850946046	0.4508456956912588	0.4345312887590006
TOL37	0.6333446215166132	0.49337333147900214	0.35899174459659944	0.3544924508104265	0.6154757664505134	0.3995071291421117	0.26271295377251896	0.4101113993483694	0.24748862713319558	0.5749730193815662	0.45748862157189174	0.6470848500250626	0.5478326951246701	0.5350713176943589	0.4253972561204819	0.20375338502876078	0.30614655718580214	0.5224791124167673	0.6412620957951907	0.6446522829487009	0.4897951212233696	0.5697715435894066	0.4196888034345747	0.44368251969445227	0.42053389923434203	0.3235427818584292	0.269908895468798	0.25085627371576913	0.4085143974590295	0.9022541816126427	0.564234793459353
TOL38	0.43677134606580936	0.300585832888297	0.23456599413104515	0.34857662554901747	0.306086821862885	0.24814387638146962	0.13826615119148886	0.30477818452397976	0.24574960796134085	0.33079169169060213	0.28021576416757793	0.3790855419968744	0.37300196677304004	0.27267703893333745	0.2594618529836464	0.17048167623711444	0.20594182385366797	0.3228645899407534	0.6879984291611541	0.13919117228041752	0.26196130277499535	0.20334715321850194	0.4079859496407076	0.21691543454383624	0.2520351670783279	0.9429954574550679	0.17076832369658	0.17042075204061968	0.27518949742503895	0.3987344407128614	0.3441501052640143
TOL39	0.7223316383251678	0.7893494471538317	0.31753054098789385	0.38315274721492865	0.5828833221073436	0.2796850357043622	0.4437434727569338	0.3909777331860783	0.6086930918053929	0.6394038210844435	0.7218616890466758	0.6632869783717517	0.6014433863818993	0.5214238252861089	0.709690565362663	0.429384511530866	0.2578144021372321	0.6034625268270121	0.6755793824043884	0.2525486209094983	0.3891755870066017	0.3609846661886441	0.5157956834163481	0.511078330376854	0.512903949207538	0.4380302643116741	0.43109463116144325	0.5310784794192472	0.4736540682339097	0.4878135947312146	0.5815183617781137
TOL40	0.5076705919784779	0.5480418548218072	0.22892436240839972	0.29123560056776904	0.28446098237100476	0.1894009865519935	0.22388312499552535	0.22975785347400846	0.4018006126725558	0.4954804935393333	0.4144823047794991	0.3642906866454451	0.360945948546126	0.6376913477624621	0.6080749350105259	0.16976691173056951	0.17230177487314283	0.36869176270816023	0.3355820360912654	0.458370659240438	0.30618600182542305	0.27751795556025427	0.3244565253748705	0.22573379799492674	0.26595434658649847	0.24809858754974076	0.2043425206200686	0.45320848271945513	0.28113193652138646	0.44659181548257393	0.3580785298651511
TOL41	0.4909339377963204	0.3851219090709828	0.2509524259695029	0.3200274658147178	0.4261931358406548	0.2469556994640345	0.19573037342596347	0.39831595453891905	0.3613098681062437	0.5446877789750293	0.30908275268315855	0.5213609265949813	0.3381757514167641	0.6246501689264085	0.34837037027327344	0.1552952666748735	0.25609844552235034	0.4722307218169574	0.4711472952337775	0.4341098392132894	0.4410193421090744	0.42935182918654013	0.4200862929050219	0.22768643335376393	0.24674231318437156	0.3271417191927388	0.13230465673751043	0.231014546804509	0.2879081258288141	0.5037407955113357	0.4267573886528954
TOL42	0.7209156709216592	0.7052468098411142	0.30811224505400975	0.3877117855253392	0.5697633076706733	0.3100610812419978	0.3264994204278949	0.4767437112616083	0.4183962811835168	0.5995939959156753	0.5838869676957735	0.5826684169607563	0.5852717052088373	0.5341650938431913	0.7044452667423644	0.28820065449317933	0.24338493566115058	0.5198134397960773	0.5477806420358785	0.2601793493598534	0.31904429617242697	0.4149991748637427	0.5342465399146865	0.4208990052016714	0.42881023292377873	0.3320933240382949	0.3449538950062459	0.41295641277304407	0.42319291940291376	0.5853717908005467	0.5736968275303218
TOL43	0.5658878979619905	0.4716570471128881	0.2821737166672147	0.40750962905801097	0.46633738279532844	0.2732014275440616	0.25482666719329605	0.4311471849528408	0.32161656541506506	0.4682369750251462	0.41030000716218035	0.5758024143606596	0.6457289206659985	0.41936866233076286	0.4079083952382654	0.23066793861515628	0.2638977370658482	0.46744187400568676	0.6001696486456912	0.21810305603303035	0.3833990298010209	0.3103054768687335	0.564856570845201	0.3522024224859142	0.32147923168780146	0.47565503620536786	0.24175664491461576	0.3116481163402343	0.355552955306185	0.4433489088858925	0.5791686305787732
TOL44	0.6939917476005095	0.6695690187176082	0.2570828399120791	0.34468916983917874	0.6509353564750252	0.268038899295337	0.3299780707485848	0.4448776125908301	0.3637331828718793	0.5655313334009073	0.6531089031693001	0.7183293018924082	0.6750961669583142	0.4526462140627578	0.49180568088003085	0.2070626037541827	0.3910948458172071	0.5938406910325587	0.6867877861533066	0.5586649790109322	0.5474916532239396	0.4319781961756283	0.6288551644533221	0.4371132319507741	0.5041210946421056	0.34608882464223883	0.39776470208468706	0.344639722785797	0.4859121786693033	0.6380268076662817	0.6510912930539288
TOL45	0.7487727362947336	0.6953656637434495	0.5020841556323244	0.4151527375338081	0.7541510494571225	0.46930441290454233	0.42335641370930954	0.4184984213003584	0.383548532267859	0.6634695349332421	0.6978034052251103	0.7028734243194579	0.574582344821557	0.44426275350437505	0.5844384261632573	0.36468856861278465	0.2741585547288173	0.6263677713785906	0.7189600094471151	0.31629171262736683	0.4966852805236186	0.34832064776535276	0.5820533548272104	0.5758784356400365	0.46699606370443597	0.4941733261283624	0.4792535766637156	0.3243443268523428	0.4584029259884173	0.527523823242625	0.5659972938093243
TOL46	0.5223649526111729	0.41714809410856346	0.28869693202013125	0.3458331137928954	0.41417396621483255	0.2637911257486316	0.22853931860817098	0.3876491620845405	0.25206969690171416	0.44761267887030876	0.3554830274024529	0.5083210309282927	0.5648353682537507	0.3040878395672745	0.44036372239618277	0.1753148033550726	0.22400037227491917	0.4009362334743632	0.642610169894187	0.18635539515197763	0.32619797837048475	0.4295112272499782	0.4909708812057193	0.31063418145198285	0.3582039769603878	0.4400601715138769	0.2964933580210791	0.2674271057248799	0.3831592263281668	0.4827747849977203	0.5118866131095814
TOL47	0.6651890525859154	0.634782925167509	0.2585443092796322	0.34404111496434414	0.5968134959246387	0.2710879300201512	0.33444961449954447	0.4562045993929468	0.32036779135751603	0.5431903314774021	0.6838658509467376	0.709411802134854	0.6417402790953713	0.38802065876506026	0.5422316262436123	0.2126401685190878	0.24715911677598298	0.622506462451689	0.616235602383964	0.26839458268286986	0.5070484982043357	0.43669888664525935	0.5869890739549437	0.3978490747232772	0.38157436858685706	0.36603281511829044	0.4255054006950077	0.3613776064344336	0.582645533520976	0.541570033748912	0.5830887884255127
TOL48	0.7238464980934443	0.7191694876251175	0.44565088564759664	0.3793455873902097	0.6805658156239727	0.3939140973305825	0.4364239199282438	0.39887053859973853	0.4524949197464139	0.7019026014493107	0.5140474570313106	0.6332288364410039	0.5949080787926957	0.5877842532637189	0.6439064719088907	0.38303949976858115	0.23503080749920363	0.5317447462727191	0.6497518661177494	0.3501068124010007	0.4513771214165745	0.49151370235099695	0.5810682803722292	0.36387892644439523	0.4319235945802831	0.40235925163529423	0.4090306195118943	0.3459287124573848	0.4014142828087839	0.5620968878337631	0.5758883448869179
TOL49	0.5536836645782488	0.6117106699022281	0.196168953071807	0.2375941737313976	0.468432395682437	0.16431201492737285	0.5859325900303489	0.27615899651322656	0.37306820172279276	0.7138627564662818	0.4315597269563976	0.48647308902030845	0.4853280835951391	0.2844665833775515	0.42416095132760495	0.2721082532810761	0.20838374186632602	0.48926715953523253	0.5335720336624722	0.280321544007036	0.32403671416208	0.25244616864472624	0.43207578626893417	0.2606626819358321	0.2520506684313355	0.42515512718796483	0.5517861928686683	0.3713782357098594	0.34358901609172926	0.36659986457589616	0.44550360208485457
TOL50	0.7054143777661332	0.7083292576371577	0.3682166949242585	0.36281293082474964	0.5919115468200165	0.3417100107032192	0.32294427032820716	0.4024627106486633	0.5100442460274877	0.6312959994708933	0.5755952267100043	0.5443915260941736	0.5280867530847607	0.7078019607410133	0.726209487559655	0.22515281777668458	0.3117611587323609	0.4939547507586738	0.47711199473337074	0.22538492829263065	0.4955590428072516	0.3265454453309676	0.6156890876604642	0.35342457886908796	0.33336414839885437	0.3270806295483587	0.3045734412175386	0.415543091033836	0.36929023696198726	0.46292133070156016	0.5246172856111989
TOL51	0.6399235165878772	0.5899585525287674	0.24446266500567396	0.33589693492058026	0.5590476332131535	0.26144001657177796	0.37498470979169723	0.4219169061951948	0.29896095938723305	0.5864284016355373	0.5590173738520827	0.7699874218101598	0.6747075700199006	0.47292715267446395	0.4718940869165609	0.27051440215503025	0.2725903742205758	0.6489533036028778	0.6886026859860015	0.3364215853476386	0.46903988375476124	0.41389969916023445	0.5655434033592667	0.3901742855312151	0.45852025103242755	0.38526125891301644	0.4003164013255299	0.29437541763671354	0.4588697960897479	0.5822434628823049	0.596129362237488
TOL52	0.7176344183796897	0.7332305405308	0.28784626648781764	0.35686970789611566	0.608937870539087	0.2741864406274869	0.48330839904983136	0.4325149258530221	0.41930533269617454	0.5706275391066352	0.6078596021896185	0.6663269704442706	0.5799336585573756	0.5043291647910896	0.5465866430377422	0.2918750881315247	0.2341849250885089	0.49015204326563844	0.6595695645142969	0.348353730320906	0.3038989492891331	0.3726607943907243	0.6031233660907994	0.44131638956008373	0.5009255820619224	0.3528314823188765	0.4439853666125266	0.3784135239164335	0.48401919174672825	0.5160897096088574	0.5623278411878261
TOL53	0.6685706448457612	0.6177220913931758	0.3027670688862539	0.34376237993211706	0.5729319346057953	0.2789204949796032	0.439138491114765	0.3860240613120394	0.35322826327089385	0.5894105862737788	0.4494299399046906	0.6351728711109528	0.6976628363489099	0.4283270003745532	0.48275427268124327	0.34945961427001804	0.32424543541132395	0.47662502275252516	0.6990021256789531	0.23223185347762534	0.4107880376578861	0.35232938142090664	0.5851790283684284	0.3738290341469054	0.3951845334038226	0.54402353998867	0.40917043702637534	0.3739158978291611	0.4062281694815574	0.49432435392290686	0.6262465469202027
TOL54	0.5588234270797195	0.5138524338117775	0.27534478847719374	0.3279107956088241	0.4918049663608774	0.2545328831769422	0.28862848701720345	0.3715132975364739	0.28598964552016803	0.5227679697353294	0.46413326869317095	0.619790458244615	0.5733018526782822	0.4215416218436914	0.5118994855671066	0.18158292222832673	0.21293403455872623	0.42747859061809806	0.6325801614051282	0.28817405341518343	0.3102683328280351	0.39469032498495416	0.5456139245248595	0.5206608164947515	0.5144277433068165	0.3303990273675526	0.32146390455775053	0.2552027017320736	0.36381756217581646	0.5303976381825317	0.48613377781211975
TOL55	0.6603163323992578	0.5896659832308263	0.29574474714021093	0.3721915073125457	0.5506300400292342	0.28416023317376665	0.3609188512979623	0.4732939217356205	0.369000313956234	0.6114737610470616	0.4698975657488093	0.6087899380204218	0.6243542981365766	0.47919107878636596	0.49650822884609747	0.24965458553842604	0.2846877969157145	0.5476534184269221	0.6837156040829326	0.30119939798562595	0.4190410170101051	0.44697937293921	0.5972557641838545	0.3404907544088527	0.38130581533908636	0.5329687011567363	0.37312107692637647	0.2705398338773479	0.4426796836118439	0.47601168713586106	0.5823558980152641
TOL56	0.7234967292208769	0.8182733720855522	0.2991800798416332	0.3412389074685951	0.6347653218830244	0.2864543006424355	0.5518118996562922	0.4089696119243154	0.5360441285042428	0.6748133127779564	0.6850683771967421	0.7227236715237366	0.5755148439386548	0.5844886873844825	0.7076007270477882	0.3722777347598819	0.2505741972403245	0.6130026259164851	0.6423686067229332	0.2532828007340666	0.40985179687337797	0.37290581140085016	0.559670763720575	0.6115267931609427	0.4476053816008607	0.35333097650296535	0.5895023881576398	0.4127018182040777	0.3805519611149308	0.49861205699677646	0.5754793703674213
TOL57	0.6295699156310478	0.6272364977869177	0.23622582047966073	0.30687457373413063	0.5890294875872557	0.22260581571748242	0.34364334738085556	0.3931711996588031	0.37942995123451767	0.604816094057457	0.5823881011840678	0.7983097742644796	0.7151554093366632	0.46221155405185627	0.5217531959321966	0.238477163936587	0.3172915169214851	0.5438056971826282	0.8246290229337087	0.3095389766372038	0.40220035911618257	0.4035963483213047	0.5085741148077634	0.6047618716077159	0.6150871239438744	0.34859935940653103	0.43576354208922174	0.37285874087038007	0.49988230538520667	0.5620014647857926	0.6667782657836048
TOL58	0.5604301865562524	0.6143514635073153	0.24991060311994825	0.2946144187886548	0.5573814868663608	0.21060251827043883	0.3725600282026337	0.37885380086772447	0.4781193946916241	0.5648256793776685	0.4054679367978926	0.6168714588454215	0.4305063221343918	0.37192869093310543	0.41454733924812437	0.2480190757068098	0.2117788206266909	0.3892720417166915	0.6016547556666785	0.22478339598101382	0.27304840744702247	0.3287046400525632	0.35660138718241086	0.35993657732725437	0.4468857908571518	0.2413421456512586	0.44904846146223326	0.4405730422234642	0.35058528838898034	0.3580130805701449	0.5598377782148486
TOL59	0.6180478831464091	0.6151741467115263	0.24363527909480934	0.31606545068453634	0.5439933163370363	0.22279609907223524	0.3418049997321553	0.3769476926054932	0.3744116643602438	0.662236037937119	0.4917161957751475	0.7103380139279523	0.5296062899569167	0.4783358095576238	0.49203061548516913	0.25369544275747213	0.268586055352063	0.6701341557284057	0.6433835816519957	0.30413550507981774	0.36839270527579	0.3642567629241838	0.5664275624323816	0.32212711402324	0.3890703911740463	0.3725331613972962	0.42454935650205344	0.2998539262310096	0.42545880819494475	0.5133514191659643	0.5863491244909717
TOL60	0.6529009629385524	0.6782374710171022	0.2486738720041346	0.3296487937592608	0.5560417709193269	0.23060052179580998	0.3761173296100191	0.3787699426583681	0.35503206139189647	0.6275292141674085	0.587472866900956	0.752152618673157	0.7051593432565578	0.5304492465611937	0.6318501275982186	0.23501267062350958	0.255625292068558	0.5586789897184437	0.7203605870048685	0.29864388962918265	0.34901186131166534	0.34497421346316515	0.6016128317278723	0.6210933079811098	0.6878953563148684	0.29807607902118255	0.5078865671068804	0.31688288713372714	0.4348695423259621	0.5393956253153905	0.5461999651715709
TOL61	0.7286881210258598	0.746953969303648	0.32322111673556997	0.4076258610110493	0.5244306719783464	0.29519783766500063	0.4436926343661027	0.4409752366440457	0.6185713681127623	0.660579746027694	0.5992909470734307	0.5994370025886422	0.5749383171463258	0.533359918316251	0.7189946140422292	0.2807139578212571	0.23860008327281923	0.517307875515547	0.6165446413405521	0.23510943744588816	0.33312413348549974	0.3778436100019736	0.589115122167735	0.33079103190307013	0.4990133137177208	0.417394696002145	0.40467058747672136	0.5957379917118878	0.5541283652549039	0.45400577885466714	0.572986114698397
TOL62	0.7516586392635846	0.6866735919211946	0.4218077438784654	0.5101875740378954	0.6644169654540434	0.3863733762979721	0.4293386327834481	0.520610354529216	0.5525994998937058	0.633693779983413	0.5763336100132853	0.7521337759454212	0.5712241309922825	0.5797767711995131	0.6683269062645312	0.23990209861355732	0.25517429968426697	0.608300702234914	0.6864505475784956	0.2708435869554792	0.4367595980976389	0.30421047257876244	0.6276803289804305	0.5563889401504852	0.49971369582208985	0.4801956845584988	0.47122479681621726	0.43041807877385874	0.6036746356040286	0.5017702779327452	0.5984798011443916
TOL63	0.4013691924313448	0.41180054448336495	0.1291304648381215	0.18810447170154665	0.31278176769885974	0.10570010594543557	0.2647161773067425	0.22456562339981376	0.29552035846264046	0.37083817714977824	0.34591915074865476	0.5463286318782947	0.43524217251256514	0.26480340225197546	0.3858764822749596	0.1572850010022015	0.1415427780293046	0.3167143176366911	0.474719912724751	0.17909222341468428	0.25145753447273733	0.3303710657572542	0.42900706254958526	0.2619693877395237	0.5225928655383897	0.2101908937830431	0.26620909505188656	0.5034547093056785	0.9529436339435088	0.2918880686882103	0.4361874139607529
TOL64	0.6572081992039014	0.7249015580358644	0.2562176055712475	0.3492010737854385	0.5955767046164143	0.2504978011444935	0.4357634782327224	0.39325737950122636	0.32807887501075433	0.6315799833075963	0.5297712815037381	0.6536998977461995	0.4811122201578729	0.3732427659715905	0.5364536741651752	0.33624660371691967	0.2324717835115205	0.6916129966296721	0.5861450167813892	0.33698741449337233	0.2960748988400961	0.32034960732494944	0.6514571280221951	0.3477277337445206	0.40008298378312257	0.3253453575842581	0.49814210694755184	0.25552900995037664	0.4033948608779087	0.4159535876481765	0.5944360798796732
TOL65	0.6454827013048923	0.6424408966395369	0.2746904262582454	0.3469754270244354	0.5860150366240902	0.2396223532192583	0.43583281109514665	0.47933981503705086	0.41083291436205527	0.561294813566612	0.5496038215241108	0.669580626228408	0.5770557220330007	0.5138760584475781	0.6241232829050517	0.32284607128254394	0.2784417397053438	0.48374624053948406	0.5883118144597654	0.31162752399682714	0.3650217952053612	0.39682283888598024	0.5639873398092563	0.6895195867607596	0.3742842544441489	0.3278742081134732	0.4625676775138302	0.28304944150942535	0.42248356102588885	0.5372348361655963	0.4687640825238059
TOL66	0.7468979736744937	0.6923032279239486	0.32869834769016554	0.4666089392629589	0.632956774596843	0.3128940458789396	0.4115545274358142	0.593690094871759	0.46117007541476246	0.6368544473078832	0.5569356309620273	0.6960405584012345	0.5603960230219825	0.5330650734749076	0.6065296798833846	0.28414029324931833	0.24638096293577919	0.5518455137915612	0.6770368101933478	0.3865401598932238	0.4533446222669298	0.44363534165312996	0.5646550321953183	0.36350740395876885	0.45415182744394006	0.3581769329000958	0.44452907601599945	0.4417495336385449	0.5057125062191684	0.5335507119790037	0.5945038465436308
